od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status,route_id,route_type,node_sequence,edge_sequence,node_count,edge_count,route_length_m,steps_count,flood_feature_count_2022,flood_overlap_length_m_2022,flood_feature_count_2023,flood_overlap_length_m_2023,flood_feature_count_2024,flood_overlap_length_m_2024,flood_feature_count_2025,flood_overlap_length_m_2025,flood_feature_count_unique_total,flood_overlap_length_m_total,flood_overlap_ratio,mobility_facility_count_near_route,support_point_count_near_route,existing_safe_route_overlap_or_proximity_count,method,baseline_length_m,alternative_length_m,distance_delta_m,distance_delta_ratio,baseline_flood_overlap_length_m,alternative_flood_overlap_length_m,flood_overlap_reduction_m,flood_overlap_reduction_ratio,baseline_flood_feature_count,alternative_flood_feature_count,historical_flood_trace_avoiding_candidate
od_915,불광,6호선,126.92939,37.610873,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,527.345,5930698997,10968647958,11.603222454866666,25.219799857210795,PASS,od_915_k_shortest_alternative_2,k_shortest_alternative_2,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",17,16,643.792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,7,10,k_shortest,627.642,643.792,16.15,0.025731,22.641,0.0,22.641,1.0,2,0,True
od_915,불광,6호선,126.92939,37.610873,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,527.345,5930698997,10968647958,11.603222454866666,25.219799857210795,PASS,od_915_k_shortest_alternative_3,k_shortest_alternative_3,"[5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768630, 3819768599, 4580510657, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",18,17,653.805,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,4,6,k_shortest,627.642,653.805,26.163,0.041685,22.641,0.0,22.641,1.0,2,0,True
od_915,불광,6호선,126.92939,37.610873,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,527.345,5930698997,10968647958,11.603222454866666,25.219799857210795,PASS,od_915_k_shortest_alternative_4,k_shortest_alternative_4,"[5930698997, 5281048352, 11229115806, 3819768656, 3819768630, 3819768599, 4580510657, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 3819768656], [3819768656, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",16,15,659.6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,6,10,k_shortest,627.642,659.6,31.958,0.050918,22.641,0.0,22.641,1.0,2,0,True
od_826,불광,6호선,126.92939,37.610873,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,523.163,5930698997,10968647958,11.603222454866666,12.23768373696107,PASS,od_826_k_shortest_alternative_1,k_shortest_alternative_1,"[5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768695, 4580522737, 3004846049, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768695], [3819768695, 4580522737], [4580522737, 3004846049], [3004846049, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",14,13,640.986,0,0,0.0,0,0.0,0,0.0,2,22.641,2,22.641,0.035322,5,4,6,k_shortest,627.642,640.986,13.344,0.021261,22.641,22.641,0.0,0.0,2,2,False
od_826,불광,6호선,126.92939,37.610873,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,523.163,5930698997,10968647958,11.603222454866666,12.23768373696107,PASS,od_826_k_shortest_alternative_2,k_shortest_alternative_2,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",17,16,643.792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,7,10,k_shortest,627.642,643.792,16.15,0.025731,22.641,0.0,22.641,1.0,2,0,True
od_826,불광,6호선,126.92939,37.610873,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,523.163,5930698997,10968647958,11.603222454866666,12.23768373696107,PASS,od_826_k_shortest_alternative_3,k_shortest_alternative_3,"[5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768630, 3819768599, 4580510657, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",18,17,653.805,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,4,6,k_shortest,627.642,653.805,26.163,0.041685,22.641,0.0,22.641,1.0,2,0,True
od_826,불광,6호선,126.92939,37.610873,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,523.163,5930698997,10968647958,11.603222454866666,12.23768373696107,PASS,od_826_k_shortest_alternative_4,k_shortest_alternative_4,"[5930698997, 5281048352, 11229115806, 3819768656, 3819768630, 3819768599, 4580510657, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 3819768656], [3819768656, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",16,15,659.6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,6,10,k_shortest,627.642,659.6,31.958,0.050918,22.641,0.0,22.641,1.0,2,0,True
od_2182,불광,3호선,126.92982,37.610553,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,566.032,5930698997,3004846056,50.20980174135544,12.14487729615712,PASS,od_2182_k_shortest_alternative_1,k_shortest_alternative_1,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,7,10,k_shortest,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_2182,불광,3호선,126.92982,37.610553,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,566.032,5930698997,3004846056,50.20980174135544,12.14487729615712,PASS,od_2182_k_shortest_alternative_2,k_shortest_alternative_2,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3819768244, 3819768234, 3819768222, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3819768244], [3819768244, 3819768234], [3819768234, 3819768222], [3819768222, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",14,13,658.726,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,7,10,k_shortest,652.162,658.726,6.564,0.010065,22.641,0.0,22.641,1.0,2,0,True
od_2182,불광,3호선,126.92982,37.610553,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,566.032,5930698997,3004846056,50.20980174135544,12.14487729615712,PASS,od_2182_k_shortest_alternative_3,k_shortest_alternative_3,"[5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768695, 4580522737, 3004846049, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768695], [3819768695, 4580522737], [4580522737, 3004846049], [3004846049, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",15,14,665.506,0,0,0.0,0,0.0,0,0.0,2,22.641,2,22.641,0.03402,6,4,6,k_shortest,652.162,665.506,13.344,0.020461,22.641,22.641,0.0,0.0,2,2,False
od_2182,불광,3호선,126.92982,37.610553,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,566.032,5930698997,3004846056,50.20980174135544,12.14487729615712,PASS,od_2182_k_shortest_alternative_4,k_shortest_alternative_4,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",18,17,668.311,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,7,10,k_shortest,652.162,668.311,16.149,0.024762,22.641,0.0,22.641,1.0,2,0,True
od_2345,불광,3호선,126.92982,37.610553,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,558.79,5930698997,3004846056,50.20980174135544,12.20580599543036,PASS,od_2345_k_shortest_alternative_1,k_shortest_alternative_1,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,7,10,k_shortest,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_2345,불광,3호선,126.92982,37.610553,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,558.79,5930698997,3004846056,50.20980174135544,12.20580599543036,PASS,od_2345_k_shortest_alternative_2,k_shortest_alternative_2,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3819768244, 3819768234, 3819768222, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3819768244], [3819768244, 3819768234], [3819768234, 3819768222], [3819768222, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",14,13,658.726,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,7,10,k_shortest,652.162,658.726,6.564,0.010065,22.641,0.0,22.641,1.0,2,0,True
od_2345,불광,3호선,126.92982,37.610553,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,558.79,5930698997,3004846056,50.20980174135544,12.20580599543036,PASS,od_2345_k_shortest_alternative_3,k_shortest_alternative_3,"[5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768695, 4580522737, 3004846049, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768695], [3819768695, 4580522737], [4580522737, 3004846049], [3004846049, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",15,14,665.506,0,0,0.0,0,0.0,0,0.0,2,22.641,2,22.641,0.03402,6,4,6,k_shortest,652.162,665.506,13.344,0.020461,22.641,22.641,0.0,0.0,2,2,False
od_2345,불광,3호선,126.92982,37.610553,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,558.79,5930698997,3004846056,50.20980174135544,12.20580599543036,PASS,od_2345_k_shortest_alternative_4,k_shortest_alternative_4,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",18,17,668.311,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,7,10,k_shortest,652.162,668.311,16.149,0.024762,22.641,0.0,22.641,1.0,2,0,True
od_791,불광,6호선,126.92939,37.610873,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,544.566,5930698997,3004846056,11.603222454866666,12.14487729615712,PASS,od_791_k_shortest_alternative_1,k_shortest_alternative_1,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,7,10,k_shortest,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_791,불광,6호선,126.92939,37.610873,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,544.566,5930698997,3004846056,11.603222454866666,12.14487729615712,PASS,od_791_k_shortest_alternative_2,k_shortest_alternative_2,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3819768244, 3819768234, 3819768222, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3819768244], [3819768244, 3819768234], [3819768234, 3819768222], [3819768222, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",14,13,658.726,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,7,10,k_shortest,652.162,658.726,6.564,0.010065,22.641,0.0,22.641,1.0,2,0,True
od_791,불광,6호선,126.92939,37.610873,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,544.566,5930698997,3004846056,11.603222454866666,12.14487729615712,PASS,od_791_k_shortest_alternative_3,k_shortest_alternative_3,"[5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768695, 4580522737, 3004846049, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768695], [3819768695, 4580522737], [4580522737, 3004846049], [3004846049, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",15,14,665.506,0,0,0.0,0,0.0,0,0.0,2,22.641,2,22.641,0.03402,6,4,6,k_shortest,652.162,665.506,13.344,0.020461,22.641,22.641,0.0,0.0,2,2,False
od_791,불광,6호선,126.92939,37.610873,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,544.566,5930698997,3004846056,11.603222454866666,12.14487729615712,PASS,od_791_k_shortest_alternative_4,k_shortest_alternative_4,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",18,17,668.311,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,7,10,k_shortest,652.162,668.311,16.149,0.024762,22.641,0.0,22.641,1.0,2,0,True
od_956,불광,6호선,126.92939,37.610873,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,535.565,5930698997,3004846056,11.603222454866666,12.20580599543036,PASS,od_956_k_shortest_alternative_1,k_shortest_alternative_1,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,7,10,k_shortest,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_956,불광,6호선,126.92939,37.610873,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,535.565,5930698997,3004846056,11.603222454866666,12.20580599543036,PASS,od_956_k_shortest_alternative_2,k_shortest_alternative_2,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 436873826, 3819768244, 3819768234, 3819768222, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 436873826], [436873826, 3819768244], [3819768244, 3819768234], [3819768234, 3819768222], [3819768222, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",14,13,658.726,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,7,10,k_shortest,652.162,658.726,6.564,0.010065,22.641,0.0,22.641,1.0,2,0,True
od_956,불광,6호선,126.92939,37.610873,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,535.565,5930698997,3004846056,11.603222454866666,12.20580599543036,PASS,od_956_k_shortest_alternative_3,k_shortest_alternative_3,"[5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768668, 3819768695, 4580522737, 3004846049, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768668], [3819768668, 3819768695], [3819768695, 4580522737], [4580522737, 3004846049], [3004846049, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",15,14,665.506,0,0,0.0,0,0.0,0,0.0,2,22.641,2,22.641,0.03402,6,4,6,k_shortest,652.162,665.506,13.344,0.020461,22.641,22.641,0.0,0.0,2,2,False
od_956,불광,6호선,126.92939,37.610873,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,535.565,5930698997,3004846056,11.603222454866666,12.20580599543036,PASS,od_956_k_shortest_alternative_4,k_shortest_alternative_4,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",18,17,668.311,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,7,10,k_shortest,652.162,668.311,16.149,0.024762,22.641,0.0,22.641,1.0,2,0,True
od_470,독바위,6호선,126.933031,37.618456,mobility_facility,대한공인중개사사무소,서울특별시 은평구 진흥로13길 13,126.925,37.6095,1221.003,3824954278,3819768571,2.93341759236071,16.26069717571956,PASS,od_470_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571]]",36,35,1495.824,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,20,16,k_shortest,1479.675,1495.824,16.149,0.010914,22.641,0.0,22.641,1.0,2,0,True
od_470,독바위,6호선,126.933031,37.618456,mobility_facility,대한공인중개사사무소,서울특별시 은평구 진흥로13길 13,126.925,37.6095,1221.003,3824954278,3819768571,2.93341759236071,16.26069717571956,PASS,od_470_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 3819768656, 3819768630, 3819768599, 4580510657, 4580522737, 3819768592, 3819768560, 3819768571]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 3819768656], [3819768656, 3819768630], [3819768630, 3819768599], [3819768599, 4580510657], [4580510657, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571]]",35,34,1511.633,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,16,k_shortest,1479.675,1511.633,31.958,0.021598,22.641,0.0,22.641,1.0,2,0,True
