od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status,route_id,route_type,node_sequence,edge_sequence,node_count,edge_count,route_length_m,steps_count,flood_feature_count_2022,flood_overlap_length_m_2022,flood_feature_count_2023,flood_overlap_length_m_2023,flood_feature_count_2024,flood_overlap_length_m_2024,flood_feature_count_2025,flood_overlap_length_m_2025,flood_feature_count_unique_total,flood_overlap_length_m_total,flood_overlap_ratio,mobility_facility_count_near_route,support_point_count_near_route,existing_safe_route_overlap_or_proximity_count,method,baseline_length_m,alternative_length_m,distance_delta_m,distance_delta_ratio,baseline_flood_overlap_length_m,alternative_flood_overlap_length_m,flood_overlap_reduction_m,flood_overlap_reduction_ratio,baseline_flood_feature_count,alternative_flood_feature_count,historical_flood_trace_avoiding_candidate
od_595,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9183,37.6234,1411.519,3824954278,3823587768,2.93341759236071,31.066401690461696,PASS,od_595_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624, 10682009302, 10682009300, 10682009301, 3823587288, 3823587322, 3823587334, 3823587302, 3823587283, 3823587296, 3823587305, 3823587222, 3823587187, 3823587199, 3823587218, 3823587249, 3823587157, 307924211, 2930525549, 3823587185, 3823587210, 3823587220, 3823587253, 3823587248, 3823587317, 3823587310, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624], [5281445624, 10682009302], [10682009302, 10682009300], [10682009300, 10682009301], [10682009301, 3823587288], [3823587288, 3823587322], [3823587322, 3823587334], [3823587334, 3823587302], [3823587302, 3823587283], [3823587283, 3823587296], [3823587296, 3823587305], [3823587305, 3823587222], [3823587222, 3823587187], [3823587187, 3823587199], [3823587199, 3823587218], [3823587218, 3823587249], [3823587249, 3823587157], [3823587157, 307924211], [307924211, 2930525549], [2930525549, 3823587185], [3823587185, 3823587210], [3823587210, 3823587220], [3823587220, 3823587253], [3823587253, 3823587248], [3823587248, 3823587317], [3823587317, 3823587310], [3823587310, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",53,52,1839.836,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.002074,8,32,27,k_shortest,1836.445,1839.836,3.391,0.001847,3.816,3.816,0.0,0.0,2,2,False
od_595,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9183,37.6234,1411.519,3824954278,3823587768,2.93341759236071,31.066401690461696,PASS,od_595_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 3819769881, 4580238966, 353195149, 10682086096, 10682086107, 10682086216, 10682086202, 10682086191, 10682085906, 3819770034, 3819770041, 3819770020, 3819770036, 3819770044, 5279886141, 3819770067, 3819770064, 3819770062, 3823586968, 307924224, 307924223, 3823587092, 3823587177, 3823587193, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 436849320], [436849320, 3819769881], [3819769881, 4580238966], [4580238966, 353195149], [353195149, 10682086096], [10682086096, 10682086107], [10682086107, 10682086216], [10682086216, 10682086202], [10682086202, 10682086191], [10682086191, 10682085906], [10682085906, 3819770034], [3819770034, 3819770041], [3819770041, 3819770020], [3819770020, 3819770036], [3819770036, 3819770044], [3819770044, 5279886141], [5279886141, 3819770067], [3819770067, 3819770064], [3819770064, 3819770062], [3819770062, 3823586968], [3823586968, 307924224], [307924224, 307924223], [307924223, 3823587092], [3823587092, 3823587177], [3823587177, 3823587193], [3823587193, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",47,46,1853.015,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,12,11,k_shortest,1836.445,1853.015,16.57,0.009023,3.816,0.0,3.816,1.0,2,0,True
od_724,독바위,6호선,126.933031,37.618456,pedestrian_support_point,갈현중앙시장,서울특별시 은평구 통일로87길 12,126.9184,37.6235,1407.766,3824954278,3823587768,2.93341759236071,25.848653140261955,PASS,od_724_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624, 10682009302, 10682009300, 10682009301, 3823587288, 3823587322, 3823587334, 3823587302, 3823587283, 3823587296, 3823587305, 3823587222, 3823587187, 3823587199, 3823587218, 3823587249, 3823587157, 307924211, 2930525549, 3823587185, 3823587210, 3823587220, 3823587253, 3823587248, 3823587317, 3823587310, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624], [5281445624, 10682009302], [10682009302, 10682009300], [10682009300, 10682009301], [10682009301, 3823587288], [3823587288, 3823587322], [3823587322, 3823587334], [3823587334, 3823587302], [3823587302, 3823587283], [3823587283, 3823587296], [3823587296, 3823587305], [3823587305, 3823587222], [3823587222, 3823587187], [3823587187, 3823587199], [3823587199, 3823587218], [3823587218, 3823587249], [3823587249, 3823587157], [3823587157, 307924211], [307924211, 2930525549], [2930525549, 3823587185], [3823587185, 3823587210], [3823587210, 3823587220], [3823587220, 3823587253], [3823587253, 3823587248], [3823587248, 3823587317], [3823587317, 3823587310], [3823587310, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",53,52,1839.836,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.002074,8,32,27,k_shortest,1836.445,1839.836,3.391,0.001847,3.816,3.816,0.0,0.0,2,2,False
od_724,독바위,6호선,126.933031,37.618456,pedestrian_support_point,갈현중앙시장,서울특별시 은평구 통일로87길 12,126.9184,37.6235,1407.766,3824954278,3823587768,2.93341759236071,25.848653140261955,PASS,od_724_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 3819769881, 4580238966, 353195149, 10682086096, 10682086107, 10682086216, 10682086202, 10682086191, 10682085906, 3819770034, 3819770041, 3819770020, 3819770036, 3819770044, 5279886141, 3819770067, 3819770064, 3819770062, 3823586968, 307924224, 307924223, 3823587092, 3823587177, 3823587193, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 436849320], [436849320, 3819769881], [3819769881, 4580238966], [4580238966, 353195149], [353195149, 10682086096], [10682086096, 10682086107], [10682086107, 10682086216], [10682086216, 10682086202], [10682086202, 10682086191], [10682086191, 10682085906], [10682085906, 3819770034], [3819770034, 3819770041], [3819770041, 3819770020], [3819770020, 3819770036], [3819770036, 3819770044], [3819770044, 5279886141], [5279886141, 3819770067], [3819770067, 3819770064], [3819770064, 3819770062], [3819770062, 3823586968], [3823586968, 307924224], [307924224, 307924223], [307924223, 3823587092], [3823587092, 3823587177], [3823587177, 3823587193], [3823587193, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",47,46,1853.015,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,12,11,k_shortest,1836.445,1853.015,16.57,0.009023,3.816,0.0,3.816,1.0,2,0,True
od_572,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9186,37.6234,1387.156,3824954278,3823587768,2.93341759236071,5.049612704556835,PASS,od_572_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624, 10682009302, 10682009300, 10682009301, 3823587288, 3823587322, 3823587334, 3823587302, 3823587283, 3823587296, 3823587305, 3823587222, 3823587187, 3823587199, 3823587218, 3823587249, 3823587157, 307924211, 2930525549, 3823587185, 3823587210, 3823587220, 3823587253, 3823587248, 3823587317, 3823587310, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624], [5281445624, 10682009302], [10682009302, 10682009300], [10682009300, 10682009301], [10682009301, 3823587288], [3823587288, 3823587322], [3823587322, 3823587334], [3823587334, 3823587302], [3823587302, 3823587283], [3823587283, 3823587296], [3823587296, 3823587305], [3823587305, 3823587222], [3823587222, 3823587187], [3823587187, 3823587199], [3823587199, 3823587218], [3823587218, 3823587249], [3823587249, 3823587157], [3823587157, 307924211], [307924211, 2930525549], [2930525549, 3823587185], [3823587185, 3823587210], [3823587210, 3823587220], [3823587220, 3823587253], [3823587253, 3823587248], [3823587248, 3823587317], [3823587317, 3823587310], [3823587310, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",53,52,1839.836,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.002074,8,32,27,k_shortest,1836.445,1839.836,3.391,0.001847,3.816,3.816,0.0,0.0,2,2,False
od_572,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9186,37.6234,1387.156,3824954278,3823587768,2.93341759236071,5.049612704556835,PASS,od_572_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 3819769881, 4580238966, 353195149, 10682086096, 10682086107, 10682086216, 10682086202, 10682086191, 10682085906, 3819770034, 3819770041, 3819770020, 3819770036, 3819770044, 5279886141, 3819770067, 3819770064, 3819770062, 3823586968, 307924224, 307924223, 3823587092, 3823587177, 3823587193, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 436849320], [436849320, 3819769881], [3819769881, 4580238966], [4580238966, 353195149], [353195149, 10682086096], [10682086096, 10682086107], [10682086107, 10682086216], [10682086216, 10682086202], [10682086202, 10682086191], [10682086191, 10682085906], [10682085906, 3819770034], [3819770034, 3819770041], [3819770041, 3819770020], [3819770020, 3819770036], [3819770036, 3819770044], [3819770044, 5279886141], [5279886141, 3819770067], [3819770067, 3819770064], [3819770064, 3819770062], [3819770062, 3823586968], [3823586968, 307924224], [307924224, 307924223], [307924223, 3823587092], [3823587092, 3823587177], [3823587177, 3823587193], [3823587193, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",47,46,1853.015,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,12,11,k_shortest,1836.445,1853.015,16.57,0.009023,3.816,0.0,3.816,1.0,2,0,True
od_591,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현동  389-14,126.9187,37.6234,1379.052,3824954278,3823587768,2.93341759236071,4.748801686835443,PASS,od_591_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624, 10682009302, 10682009300, 10682009301, 3823587288, 3823587322, 3823587334, 3823587302, 3823587283, 3823587296, 3823587305, 3823587222, 3823587187, 3823587199, 3823587218, 3823587249, 3823587157, 307924211, 2930525549, 3823587185, 3823587210, 3823587220, 3823587253, 3823587248, 3823587317, 3823587310, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624], [5281445624, 10682009302], [10682009302, 10682009300], [10682009300, 10682009301], [10682009301, 3823587288], [3823587288, 3823587322], [3823587322, 3823587334], [3823587334, 3823587302], [3823587302, 3823587283], [3823587283, 3823587296], [3823587296, 3823587305], [3823587305, 3823587222], [3823587222, 3823587187], [3823587187, 3823587199], [3823587199, 3823587218], [3823587218, 3823587249], [3823587249, 3823587157], [3823587157, 307924211], [307924211, 2930525549], [2930525549, 3823587185], [3823587185, 3823587210], [3823587210, 3823587220], [3823587220, 3823587253], [3823587253, 3823587248], [3823587248, 3823587317], [3823587317, 3823587310], [3823587310, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",53,52,1839.836,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.002074,8,32,27,k_shortest,1836.445,1839.836,3.391,0.001847,3.816,3.816,0.0,0.0,2,2,False
od_591,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현동  389-14,126.9187,37.6234,1379.052,3824954278,3823587768,2.93341759236071,4.748801686835443,PASS,od_591_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 3819769881, 4580238966, 353195149, 10682086096, 10682086107, 10682086216, 10682086202, 10682086191, 10682085906, 3819770034, 3819770041, 3819770020, 3819770036, 3819770044, 5279886141, 3819770067, 3819770064, 3819770062, 3823586968, 307924224, 307924223, 3823587092, 3823587177, 3823587193, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 353193935, 3823587768]","[[3824954278, 436849320], [436849320, 3819769881], [3819769881, 4580238966], [4580238966, 353195149], [353195149, 10682086096], [10682086096, 10682086107], [10682086107, 10682086216], [10682086216, 10682086202], [10682086202, 10682086191], [10682086191, 10682085906], [10682085906, 3819770034], [3819770034, 3819770041], [3819770041, 3819770020], [3819770020, 3819770036], [3819770036, 3819770044], [3819770044, 5279886141], [5279886141, 3819770067], [3819770067, 3819770064], [3819770064, 3819770062], [3819770062, 3823586968], [3823586968, 307924224], [307924224, 307924223], [307924223, 3823587092], [3823587092, 3823587177], [3823587177, 3823587193], [3823587193, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 353193935], [353193935, 3823587768]]",47,46,1853.015,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,12,11,k_shortest,1836.445,1853.015,16.57,0.009023,3.816,0.0,3.816,1.0,2,0,True
od_496,독바위,6호선,126.933031,37.618456,mobility_facility,웰빙 누룽지 통닭구이,서울특별시 은평구 통일로 909,126.9197,37.6242,1338.472,3824954278,3823587935,2.93341759236071,14.683174459336284,PASS,od_496_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624, 10682009302, 10682009300, 10682009301, 3823587288, 3823587322, 3823587334, 3823587302, 3823587283, 3823587296, 3823587305, 3823587222, 3823587187, 3823587199, 3823587218, 3823587249, 3823587157, 307924211, 2930525549, 3823587185, 3823587210, 3823587220, 3823587253, 3823587248, 3823587317, 3823587310, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 11230505656, 3823587930, 3823587935]","[[3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624], [5281445624, 10682009302], [10682009302, 10682009300], [10682009300, 10682009301], [10682009301, 3823587288], [3823587288, 3823587322], [3823587322, 3823587334], [3823587334, 3823587302], [3823587302, 3823587283], [3823587283, 3823587296], [3823587296, 3823587305], [3823587305, 3823587222], [3823587222, 3823587187], [3823587187, 3823587199], [3823587199, 3823587218], [3823587218, 3823587249], [3823587249, 3823587157], [3823587157, 307924211], [307924211, 2930525549], [2930525549, 3823587185], [3823587185, 3823587210], [3823587210, 3823587220], [3823587220, 3823587253], [3823587253, 3823587248], [3823587248, 3823587317], [3823587317, 3823587310], [3823587310, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 11230505656], [11230505656, 3823587930], [3823587930, 3823587935]]",54,53,1848.341,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.002064,9,27,27,k_shortest,1844.95,1848.341,3.391,0.001838,3.816,3.816,0.0,0.0,2,2,False
od_496,독바위,6호선,126.933031,37.618456,mobility_facility,웰빙 누룽지 통닭구이,서울특별시 은평구 통일로 909,126.9197,37.6242,1338.472,3824954278,3823587935,2.93341759236071,14.683174459336284,PASS,od_496_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 3819769881, 4580238966, 353195149, 10682086096, 10682086107, 10682086216, 10682086202, 10682086191, 10682085906, 3819770034, 3819770041, 3819770020, 3819770036, 3819770044, 5279886141, 3819770067, 3819770064, 3819770062, 3823586968, 307924224, 307924223, 3823587092, 3823587177, 3823587193, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 11230505656, 3823587930, 3823587935]","[[3824954278, 436849320], [436849320, 3819769881], [3819769881, 4580238966], [4580238966, 353195149], [353195149, 10682086096], [10682086096, 10682086107], [10682086107, 10682086216], [10682086216, 10682086202], [10682086202, 10682086191], [10682086191, 10682085906], [10682085906, 3819770034], [3819770034, 3819770041], [3819770041, 3819770020], [3819770020, 3819770036], [3819770036, 3819770044], [3819770044, 5279886141], [5279886141, 3819770067], [3819770067, 3819770064], [3819770064, 3819770062], [3819770062, 3823586968], [3823586968, 307924224], [307924224, 307924223], [307924223, 3823587092], [3823587092, 3823587177], [3823587177, 3823587193], [3823587193, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 11230505656], [11230505656, 3823587930], [3823587930, 3823587935]]",48,47,1861.52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,8,7,11,k_shortest,1844.95,1861.52,16.57,0.008981,3.816,0.0,3.816,1.0,2,0,True
od_556,독바위,6호선,126.933031,37.618456,mobility_facility,한마음1호공동생활가정,서울특별시 은평구 통일로89길 5-7,126.9193,37.6243,1374.825,3824954278,3823588091,2.93341759236071,25.3510603626517,PASS,od_556_k_shortest_alternative_1,k_shortest_alternative_1,"[3824954278, 5281044431, 3819769960, 3824954348, 3279011105, 3824954514, 5281445624, 10682009302, 10682009300, 10682009301, 3823587288, 3823587322, 3823587334, 3823587302, 3823587283, 3823587296, 3823587305, 3823587222, 3823587187, 3823587199, 3823587218, 3823587249, 3823587157, 307924211, 2930525549, 3823587185, 3823587210, 3823587220, 3823587253, 3823587248, 3823587317, 3823587310, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 11230505656, 3823587930, 3823587935, 3823588091]","[[3824954278, 5281044431], [5281044431, 3819769960], [3819769960, 3824954348], [3824954348, 3279011105], [3279011105, 3824954514], [3824954514, 5281445624], [5281445624, 10682009302], [10682009302, 10682009300], [10682009300, 10682009301], [10682009301, 3823587288], [3823587288, 3823587322], [3823587322, 3823587334], [3823587334, 3823587302], [3823587302, 3823587283], [3823587283, 3823587296], [3823587296, 3823587305], [3823587305, 3823587222], [3823587222, 3823587187], [3823587187, 3823587199], [3823587199, 3823587218], [3823587218, 3823587249], [3823587249, 3823587157], [3823587157, 307924211], [307924211, 2930525549], [2930525549, 3823587185], [3823587185, 3823587210], [3823587210, 3823587220], [3823587220, 3823587253], [3823587253, 3823587248], [3823587248, 3823587317], [3823587317, 3823587310], [3823587310, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 11230505656], [11230505656, 3823587930], [3823587930, 3823587935], [3823587935, 3823588091]]",55,54,1872.827,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.002037,13,27,27,k_shortest,1869.436,1872.827,3.391,0.001814,3.816,3.816,0.0,0.0,2,2,False
od_556,독바위,6호선,126.933031,37.618456,mobility_facility,한마음1호공동생활가정,서울특별시 은평구 통일로89길 5-7,126.9193,37.6243,1374.825,3824954278,3823588091,2.93341759236071,25.3510603626517,PASS,od_556_k_shortest_alternative_2,k_shortest_alternative_2,"[3824954278, 436849320, 3819769881, 4580238966, 353195149, 10682086096, 10682086107, 10682086216, 10682086202, 10682086191, 10682085906, 3819770034, 3819770041, 3819770020, 3819770036, 3819770044, 5279886141, 3819770067, 3819770064, 3819770062, 3823586968, 307924224, 307924223, 3823587092, 3823587177, 3823587193, 3823587282, 3823587342, 4576610061, 3823587356, 3823587391, 3823587451, 3823587493, 3823587536, 3823587547, 3823587702, 3823587776, 3823587815, 3823587830, 3823587843, 3823587865, 3823587893, 3823588079, 11230505734, 436393823, 11230505656, 3823587930, 3823587935, 3823588091]","[[3824954278, 436849320], [436849320, 3819769881], [3819769881, 4580238966], [4580238966, 353195149], [353195149, 10682086096], [10682086096, 10682086107], [10682086107, 10682086216], [10682086216, 10682086202], [10682086202, 10682086191], [10682086191, 10682085906], [10682085906, 3819770034], [3819770034, 3819770041], [3819770041, 3819770020], [3819770020, 3819770036], [3819770036, 3819770044], [3819770044, 5279886141], [5279886141, 3819770067], [3819770067, 3819770064], [3819770064, 3819770062], [3819770062, 3823586968], [3823586968, 307924224], [307924224, 307924223], [307924223, 3823587092], [3823587092, 3823587177], [3823587177, 3823587193], [3823587193, 3823587282], [3823587282, 3823587342], [3823587342, 4576610061], [4576610061, 3823587356], [3823587356, 3823587391], [3823587391, 3823587451], [3823587451, 3823587493], [3823587493, 3823587536], [3823587536, 3823587547], [3823587547, 3823587702], [3823587702, 3823587776], [3823587776, 3823587815], [3823587815, 3823587830], [3823587830, 3823587843], [3823587843, 3823587865], [3823587865, 3823587893], [3823587893, 3823588079], [3823588079, 11230505734], [11230505734, 436393823], [436393823, 11230505656], [11230505656, 3823587930], [3823587930, 3823587935], [3823587935, 3823588091]]",49,48,1886.006,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12,7,11,k_shortest,1869.436,1886.006,16.57,0.008864,3.816,0.0,3.816,1.0,2,0,True
