od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status,route_id,route_type,node_sequence,edge_sequence,node_count,edge_count,route_length_m,steps_count,flood_feature_count_2022,flood_overlap_length_m_2022,flood_feature_count_2023,flood_overlap_length_m_2023,flood_feature_count_2024,flood_overlap_length_m_2024,flood_feature_count_2025,flood_overlap_length_m_2025,flood_feature_count_unique_total,flood_overlap_length_m_total,flood_overlap_ratio
od_461,독바위,6호선,126.933031,37.618456,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,1346.41,3824954278,3004846056,2.93341759236071,12.14487729615712,PASS,od_461_baseline,baseline,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768760, 3819768736, 3819768695, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768760], [3819768760, 3819768736], [3819768736, 3819768695], [3819768695, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",42,41,1639.867,0,0,0.0,0,0.0,0,0.0,2,22.641,2,22.641,0.013806
od_564,독바위,6호선,126.933031,37.618456,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,1328.808,3824954278,3004846056,2.93341759236071,12.20580599543036,PASS,od_564_baseline,baseline,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 3819768872, 3819768795, 3819768770, 3819768734, 3819768760, 3819768736, 3819768695, 4580522737, 3819768592, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958, 3004846056]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 3819768872], [3819768872, 3819768795], [3819768795, 3819768770], [3819768770, 3819768734], [3819768734, 3819768760], [3819768760, 3819768736], [3819768736, 3819768695], [3819768695, 4580522737], [4580522737, 3819768592], [3819768592, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958], [10968647958, 3004846056]]",42,41,1639.867,0,0,0.0,0,0.0,0,0.0,2,22.641,2,22.641,0.013806
od_2675,연신내,3호선,126.921038,37.619229,mobility_facility,냉삼집,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9329,37.6152,1138.737,13357342120,5281044436,32.16422242836125,12.28200980646982,PASS,od_2675_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436]]",31,30,1439.974,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014921
od_23,연신내,6호선,126.920625,37.618636,mobility_facility,냉삼집,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9329,37.6152,1148.87,11230505686,5281044436,20.028299588559467,12.28200980646982,PASS,od_23_baseline,baseline,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436]]",31,30,1454.25,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014774
od_2674,연신내,3호선,126.921038,37.619229,mobility_facility,서울면옥,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9327,37.6148,1140.935,13357342120,5281044435,32.16422242836125,17.118518526960106,PASS,od_2674_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435]]",32,31,1478.4,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014533
od_2673,연신내,3호선,126.921038,37.619229,mobility_facility,호우동,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9327,37.6148,1140.935,13357342120,5281044435,32.16422242836125,17.118518526960106,PASS,od_2673_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435]]",32,31,1478.4,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014533
od_22,연신내,6호선,126.920625,37.618636,mobility_facility,서울면옥,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9327,37.6148,1147.946,11230505686,5281044435,20.028299588559467,17.118518526960106,PASS,od_22_baseline,baseline,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435]]",32,31,1492.676,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014394
od_21,연신내,6호선,126.920625,37.618636,mobility_facility,호우동,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9327,37.6148,1147.946,11230505686,5281044435,20.028299588559467,17.118518526960106,PASS,od_21_baseline,baseline,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435]]",32,31,1492.676,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014394
od_2795,연신내,3호선,126.921038,37.619229,mobility_facility,색연필,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6145,1147.815,13357342120,3819769307,32.16422242836125,20.741324332783933,PASS,od_2795_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1511.161,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014218
od_2704,연신내,3호선,126.921038,37.619229,mobility_facility,드림공인중개사사무소,서울특별시 은평구 불광로 90,126.9327,37.6147,1145.761,13357342120,3819769307,32.16422242836125,16.38372581697322,PASS,od_2704_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1511.161,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014218
od_2672,연신내,3호선,126.921038,37.619229,mobility_facility,대호크리닝세탁,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1142.781,13357342120,3819769307,32.16422242836125,11.060299788695614,PASS,od_2672_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1511.161,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014218
od_2671,연신내,3호선,126.921038,37.619229,mobility_facility,월드공인중개사사무소,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1142.781,13357342120,3819769307,32.16422242836125,11.060299788695614,PASS,od_2671_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1511.161,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014218
od_2712,연신내,3호선,126.921038,37.619229,mobility_facility,05.  대호아파트,서울특별시 은평구 불광로 82,126.9324,37.6145,1132.14,13357342120,3819769307,32.16422242836125,21.96220793077043,PASS,od_2712_baseline,baseline,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1511.161,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014218
od_149,연신내,6호선,126.920625,37.618636,mobility_facility,색연필,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6145,1152.606,11230505686,3819769307,20.028299588559467,20.741324332783933,PASS,od_149_baseline,baseline,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1525.437,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014085
od_52,연신내,6호선,126.920625,37.618636,mobility_facility,드림공인중개사사무소,서울특별시 은평구 불광로 90,126.9327,37.6147,1152.109,11230505686,3819769307,20.028299588559467,16.38372581697322,PASS,od_52_baseline,baseline,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1525.437,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014085
od_20,연신내,6호선,126.920625,37.618636,mobility_facility,대호크리닝세탁,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_20_baseline,baseline,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1525.437,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014085
od_19,연신내,6호선,126.920625,37.618636,mobility_facility,월드공인중개사사무소,"서울특별시 은평구 불광로 90, 102동 (불광동, 대호프라자아파트)",126.9326,37.6146,1148.23,11230505686,3819769307,20.028299588559467,11.060299788695614,PASS,od_19_baseline,baseline,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 3819769883, 11296481771, 3819769766, 11228575652, 3819769749, 11228575779, 11228574068, 11228575767, 11228574126, 11228574122, 8370552973, 8370552942, 8370552943, 8370552950, 8370553057, 8370552966, 10682085912, 10682086049, 3819769504, 3819769423, 3819769438, 3819769436, 3819769416, 3819769405, 3819769396, 5281044436, 5281044435, 3819769307]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 3819769883], [3819769883, 11296481771], [11296481771, 3819769766], [3819769766, 11228575652], [11228575652, 3819769749], [3819769749, 11228575779], [11228575779, 11228574068], [11228574068, 11228575767], [11228575767, 11228574126], [11228574126, 11228574122], [11228574122, 8370552973], [8370552973, 8370552942], [8370552942, 8370552943], [8370552943, 8370552950], [8370552950, 8370553057], [8370553057, 8370552966], [8370552966, 10682085912], [10682085912, 10682086049], [10682086049, 3819769504], [3819769504, 3819769423], [3819769423, 3819769438], [3819769438, 3819769436], [3819769436, 3819769416], [3819769416, 3819769405], [3819769405, 3819769396], [3819769396, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307]]",33,32,1525.437,0,0,0.0,0,0.0,0,0.0,2,21.486,2,21.486,0.014085
