od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status,route_id,route_type,node_sequence,edge_sequence,node_count,edge_count,route_length_m,steps_count,flood_feature_count_2022,flood_overlap_length_m_2022,flood_feature_count_2023,flood_overlap_length_m_2023,flood_feature_count_2024,flood_overlap_length_m_2024,flood_feature_count_2025,flood_overlap_length_m_2025,flood_feature_count_unique_total,flood_overlap_length_m_total,flood_overlap_ratio,excluded_baseline_flood_edge_count,mobility_facility_count_near_route,support_point_count_near_route,existing_safe_route_overlap_or_proximity_count,method,baseline_length_m,alternative_length_m,distance_delta_m,distance_delta_ratio,baseline_flood_overlap_length_m,alternative_flood_overlap_length_m,flood_overlap_reduction_m,flood_overlap_reduction_ratio,baseline_flood_feature_count,alternative_flood_feature_count,historical_flood_trace_avoiding_candidate
od_2849,연신내,3호선,126.921038,37.619229,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로 347,126.9277,37.626,954.284,13357342120,3823588710,32.16422242836125,7.768118519763533,PASS,od_2849_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 2960309145, 3819769990, 3823586772, 3819770024, 3823586798, 3823586835, 3823586851, 4576632337, 4576632338, 3823586989, 3823587003, 307924223, 3823587092, 3823587175, 3823587253, 3823587427, 4576617363, 3823587534, 3823587785, 3823587817, 3823587854, 3823587917, 3823587939, 3823588072, 3823588195, 3823588211, 3823588386, 3823588456, 3823588424, 3823588672, 3823588710]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 2960309145], [2960309145, 3819769990], [3819769990, 3823586772], [3823586772, 3819770024], [3819770024, 3823586798], [3823586798, 3823586835], [3823586835, 3823586851], [3823586851, 4576632337], [4576632337, 4576632338], [4576632338, 3823586989], [3823586989, 3823587003], [3823587003, 307924223], [307924223, 3823587092], [3823587092, 3823587175], [3823587175, 3823587253], [3823587253, 3823587427], [3823587427, 4576617363], [4576617363, 3823587534], [3823587534, 3823587785], [3823587785, 3823587817], [3823587817, 3823587854], [3823587854, 3823587917], [3823587917, 3823587939], [3823587939, 3823588072], [3823588072, 3823588195], [3823588195, 3823588211], [3823588211, 3823588386], [3823588386, 3823588456], [3823588456, 3823588424], [3823588424, 3823588672], [3823588672, 3823588710]]",36,35,1190.068,0,0,0.0,0,0.0,0,0.0,1,3.272,1,3.272,0.00275,1,6,10,21,historical_flood_trace_edge_exclusion,1186.425,1190.068,3.643,0.003071,23.346,3.272,20.074,0.859848,3,1,True
od_205,연신내,6호선,126.920625,37.618636,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로 347,126.9277,37.626,1028.656,11230505686,3823588710,20.028299588559467,7.768118519763533,PASS,od_205_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 2960309145, 3819769990, 3823586772, 3819770024, 3823586798, 3823586835, 3823586851, 4576632337, 4576632338, 3823586989, 3823587003, 307924223, 3823587092, 3823587175, 3823587253, 3823587427, 4576617363, 3823587534, 3823587785, 3823587817, 3823587854, 3823587917, 3823587939, 3823588072, 3823588195, 3823588211, 3823588386, 3823588456, 3823588424, 3823588672, 3823588710]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 2960309145], [2960309145, 3819769990], [3819769990, 3823586772], [3823586772, 3819770024], [3819770024, 3823586798], [3823586798, 3823586835], [3823586835, 3823586851], [3823586851, 4576632337], [4576632337, 4576632338], [4576632338, 3823586989], [3823586989, 3823587003], [3823587003, 307924223], [307924223, 3823587092], [3823587092, 3823587175], [3823587175, 3823587253], [3823587253, 3823587427], [3823587427, 4576617363], [4576617363, 3823587534], [3823587534, 3823587785], [3823587785, 3823587817], [3823587817, 3823587854], [3823587854, 3823587917], [3823587917, 3823587939], [3823587939, 3823588072], [3823588072, 3823588195], [3823588195, 3823588211], [3823588211, 3823588386], [3823588386, 3823588456], [3823588456, 3823588424], [3823588424, 3823588672], [3823588672, 3823588710]]",36,35,1204.344,0,0,0.0,0,0.0,0,0.0,1,3.272,1,3.272,0.002717,1,6,11,22,historical_flood_trace_edge_exclusion,1200.701,1204.344,3.643,0.003034,23.346,3.272,20.074,0.859848,3,1,True
od_2882,연신내,3호선,126.921038,37.619229,pedestrian_support_point,장애인화장실,서울특별시 은평구 연서로 347,126.9284,37.6263,1018.979,13357342120,3823588804,32.16422242836125,50.98264538999231,PASS,od_2882_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[13357342120, 13357342121, 13357321496, 11178032838, 2960309144, 2960309145, 3819769990, 3823586772, 3819770024, 3823586798, 3823586835, 3823586851, 4576632337, 4576632338, 3823586989, 3823587003, 307924223, 3823587092, 3823587175, 3823587253, 3823587427, 4576617363, 3823587534, 3823587785, 3823587817, 3823587854, 3823587917, 3823587939, 3823588072, 3823588195, 3823588211, 3823588386, 3823588456, 3823588424, 3823588672, 3823588710, 3823588804]","[[13357342120, 13357342121], [13357342121, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 2960309145], [2960309145, 3819769990], [3819769990, 3823586772], [3823586772, 3819770024], [3819770024, 3823586798], [3823586798, 3823586835], [3823586835, 3823586851], [3823586851, 4576632337], [4576632337, 4576632338], [4576632338, 3823586989], [3823586989, 3823587003], [3823587003, 307924223], [307924223, 3823587092], [3823587092, 3823587175], [3823587175, 3823587253], [3823587253, 3823587427], [3823587427, 4576617363], [4576617363, 3823587534], [3823587534, 3823587785], [3823587785, 3823587817], [3823587817, 3823587854], [3823587854, 3823587917], [3823587917, 3823587939], [3823587939, 3823588072], [3823588072, 3823588195], [3823588195, 3823588211], [3823588211, 3823588386], [3823588386, 3823588456], [3823588456, 3823588424], [3823588424, 3823588672], [3823588672, 3823588710], [3823588710, 3823588804]]",37,36,1254.08,0,0,0.0,0,0.0,0,0.0,1,3.272,1,3.272,0.002609,1,6,10,21,historical_flood_trace_edge_exclusion,1250.437,1254.08,3.643,0.002913,23.346,3.272,20.074,0.859848,3,1,True
od_240,연신내,6호선,126.920625,37.618636,pedestrian_support_point,장애인화장실,서울특별시 은평구 연서로 347,126.9284,37.6263,1093.015,11230505686,3823588804,20.028299588559467,50.98264538999231,PASS,od_240_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[11230505686, 11663495477, 13357321496, 11178032838, 2960309144, 2960309145, 3819769990, 3823586772, 3819770024, 3823586798, 3823586835, 3823586851, 4576632337, 4576632338, 3823586989, 3823587003, 307924223, 3823587092, 3823587175, 3823587253, 3823587427, 4576617363, 3823587534, 3823587785, 3823587817, 3823587854, 3823587917, 3823587939, 3823588072, 3823588195, 3823588211, 3823588386, 3823588456, 3823588424, 3823588672, 3823588710, 3823588804]","[[11230505686, 11663495477], [11663495477, 13357321496], [13357321496, 11178032838], [11178032838, 2960309144], [2960309144, 2960309145], [2960309145, 3819769990], [3819769990, 3823586772], [3823586772, 3819770024], [3819770024, 3823586798], [3823586798, 3823586835], [3823586835, 3823586851], [3823586851, 4576632337], [4576632337, 4576632338], [4576632338, 3823586989], [3823586989, 3823587003], [3823587003, 307924223], [307924223, 3823587092], [3823587092, 3823587175], [3823587175, 3823587253], [3823587253, 3823587427], [3823587427, 4576617363], [4576617363, 3823587534], [3823587534, 3823587785], [3823587785, 3823587817], [3823587817, 3823587854], [3823587854, 3823587917], [3823587917, 3823587939], [3823587939, 3823588072], [3823588072, 3823588195], [3823588195, 3823588211], [3823588211, 3823588386], [3823588386, 3823588456], [3823588456, 3823588424], [3823588424, 3823588672], [3823588672, 3823588710], [3823588710, 3823588804]]",37,36,1268.356,0,0,0.0,0,0.0,0,0.0,1,3.272,1,3.272,0.00258,1,6,11,22,historical_flood_trace_edge_exclusion,1264.712,1268.356,3.644,0.002881,23.346,3.272,20.074,0.859848,3,1,True
od_2243,불광,3호선,126.92982,37.610553,mobility_facility,불광작은예수의집,서울특별시 은평구 연서로37길 21-5,126.9262,37.6234,1461.259,5930698997,3823587789,50.20980174135544,17.424348942416625,PASS,od_2243_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 11228575654, 11296481755, 3819768907, 3819768989, 11228574116, 11296481757, 11228575667, 11228575756, 2960309741, 11228574120, 11228574122, 11228574126, 8370552938, 3819769667, 3819769789, 3819769829, 3819769886, 8479080812, 3819768748, 3819769951, 356265927, 3819769971, 3819770000, 3819770031, 3819770052, 3819770060, 3823586968, 307924224, 3823587102, 3823587175, 3823587253, 3823587427, 4576617363, 3823587534, 3823587785, 3823587817, 3823587789]","[[5930698997, 11228575654], [11228575654, 11296481755], [11296481755, 3819768907], [3819768907, 3819768989], [3819768989, 11228574116], [11228574116, 11296481757], [11296481757, 11228575667], [11228575667, 11228575756], [11228575756, 2960309741], [2960309741, 11228574120], [11228574120, 11228574122], [11228574122, 11228574126], [11228574126, 8370552938], [8370552938, 3819769667], [3819769667, 3819769789], [3819769789, 3819769829], [3819769829, 3819769886], [3819769886, 8479080812], [8479080812, 3819768748], [3819768748, 3819769951], [3819769951, 356265927], [356265927, 3819769971], [3819769971, 3819770000], [3819770000, 3819770031], [3819770031, 3819770052], [3819770052, 3819770060], [3819770060, 3823586968], [3823586968, 307924224], [307924224, 3823587102], [3823587102, 3823587175], [3823587175, 3823587253], [3823587253, 3823587427], [3823587427, 4576617363], [4576617363, 3823587534], [3823587534, 3823587785], [3823587785, 3823587817], [3823587817, 3823587789]]",38,37,1752.665,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,9,6,7,historical_flood_trace_edge_exclusion,1727.634,1752.665,25.031,0.014489,23.346,0.0,23.346,1.0,3,0,True
od_853,불광,6호선,126.92939,37.610873,mobility_facility,불광작은예수의집,서울특별시 은평구 연서로37길 21-5,126.9262,37.6234,1418.601,5930698997,3823587789,11.603222454866666,17.424348942416625,PASS,od_853_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 11228575654, 11296481755, 3819768907, 3819768989, 11228574116, 11296481757, 11228575667, 11228575756, 2960309741, 11228574120, 11228574122, 11228574126, 8370552938, 3819769667, 3819769789, 3819769829, 3819769886, 8479080812, 3819768748, 3819769951, 356265927, 3819769971, 3819770000, 3819770031, 3819770052, 3819770060, 3823586968, 307924224, 3823587102, 3823587175, 3823587253, 3823587427, 4576617363, 3823587534, 3823587785, 3823587817, 3823587789]","[[5930698997, 11228575654], [11228575654, 11296481755], [11296481755, 3819768907], [3819768907, 3819768989], [3819768989, 11228574116], [11228574116, 11296481757], [11296481757, 11228575667], [11228575667, 11228575756], [11228575756, 2960309741], [2960309741, 11228574120], [11228574120, 11228574122], [11228574122, 11228574126], [11228574126, 8370552938], [8370552938, 3819769667], [3819769667, 3819769789], [3819769789, 3819769829], [3819769829, 3819769886], [3819769886, 8479080812], [8479080812, 3819768748], [3819768748, 3819769951], [3819769951, 356265927], [356265927, 3819769971], [3819769971, 3819770000], [3819770000, 3819770031], [3819770031, 3819770052], [3819770052, 3819770060], [3819770060, 3823586968], [3823586968, 307924224], [307924224, 3823587102], [3823587102, 3823587175], [3823587175, 3823587253], [3823587253, 3823587427], [3823587427, 4576617363], [4576617363, 3823587534], [3823587534, 3823587785], [3823587785, 3823587817], [3823587817, 3823587789]]",38,37,1752.665,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,9,6,7,historical_flood_trace_edge_exclusion,1727.634,1752.665,25.031,0.014489,23.346,0.0,23.346,1.0,3,0,True
od_2303,불광,3호선,126.92982,37.610553,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,552.346,5930698997,10968647958,50.20980174135544,25.219799857210795,PASS,od_2303_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",17,16,643.792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,5,7,10,historical_flood_trace_edge_exclusion,627.642,643.792,16.15,0.025731,22.641,0.0,22.641,1.0,2,0,True
od_2217,불광,3호선,126.92982,37.610553,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,547.023,5930698997,10968647958,50.20980174135544,12.23768373696107,PASS,od_2217_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",17,16,643.792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,5,7,10,historical_flood_trace_edge_exclusion,627.642,643.792,16.15,0.025731,22.641,0.0,22.641,1.0,2,0,True
od_915,불광,6호선,126.92939,37.610873,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,527.345,5930698997,10968647958,11.603222454866666,25.219799857210795,PASS,od_915_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",17,16,643.792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,5,7,10,historical_flood_trace_edge_exclusion,627.642,643.792,16.15,0.025731,22.641,0.0,22.641,1.0,2,0,True
od_826,불광,6호선,126.92939,37.610873,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,523.163,5930698997,10968647958,11.603222454866666,12.23768373696107,PASS,od_826_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",17,16,643.792,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,5,7,10,historical_flood_trace_edge_exclusion,627.642,643.792,16.15,0.025731,22.641,0.0,22.641,1.0,2,0,True
od_2182,불광,3호선,126.92982,37.610553,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,566.032,5930698997,3004846056,50.20980174135544,12.14487729615712,PASS,od_2182_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,3,7,10,historical_flood_trace_edge_exclusion,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_2345,불광,3호선,126.92982,37.610553,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,558.79,5930698997,3004846056,50.20980174135544,12.20580599543036,PASS,od_2345_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,3,7,10,historical_flood_trace_edge_exclusion,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_791,불광,6호선,126.92939,37.610873,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,544.566,5930698997,3004846056,11.603222454866666,12.14487729615712,PASS,od_791_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,3,7,10,historical_flood_trace_edge_exclusion,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_956,불광,6호선,126.92939,37.610873,mobility_facility,메디알레소망공인중개사사무소,서울특별시 은평구 서오릉로8길 23,126.9238,37.609,535.565,5930698997,3004846056,11.603222454866666,12.20580599543036,PASS,od_956_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",12,11,654.424,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,3,7,10,historical_flood_trace_edge_exclusion,652.162,654.424,2.262,0.003468,22.641,0.0,22.641,1.0,2,0,True
od_470,독바위,6호선,126.933031,37.618456,mobility_facility,대한공인중개사사무소,서울특별시 은평구 진흥로13길 13,126.925,37.6095,1221.003,3824954278,3819768571,2.93341759236071,16.26069717571956,PASS,od_470_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571]]",36,35,1495.824,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,21,20,16,historical_flood_trace_edge_exclusion,1479.675,1495.824,16.149,0.010914,22.641,0.0,22.641,1.0,2,0,True
od_486,독바위,6호선,126.933031,37.618456,mobility_facility,리치공인중개사사무소,서울특별시 은평구 역말로10길 32,126.9239,37.6091,1314.627,3824954278,10968647958,2.93341759236071,12.23768373696107,PASS,od_486_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",41,40,1631.497,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,24,20,16,historical_flood_trace_edge_exclusion,1615.347,1631.497,16.15,0.009998,22.641,0.0,22.641,1.0,2,0,True
od_546,독바위,6호선,126.933031,37.618456,mobility_facility,사랑의집,서울특별시 은평구 역말로10길 30-1,126.9238,37.6092,1311.346,3824954278,10968647958,2.93341759236071,25.219799857210795,PASS,od_546_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768533, 3819768549, 3819768560, 3819768571, 4580511489, 3819768548, 3819768539, 3819768522, 10968647958]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768533], [3819768533, 3819768549], [3819768549, 3819768560], [3819768560, 3819768571], [3819768571, 4580511489], [4580511489, 3819768548], [3819768548, 3819768539], [3819768539, 3819768522], [3819768522, 10968647958]]",41,40,1631.497,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,24,20,16,historical_flood_trace_edge_exclusion,1615.347,1631.497,16.15,0.009998,22.641,0.0,22.641,1.0,2,0,True
od_461,독바위,6호선,126.933031,37.618456,mobility_facility,경희부동산공인중개사사무소,서울특별시 은평구 서오릉로8길 22,126.9238,37.6088,1346.41,3824954278,3004846056,2.93341759236071,12.14487729615712,PASS,od_461_historical_flood_trace_avoidance_route,historical_flood_trace_avoidance_route,"[3824954278, 436849320, 307924229, 3824954088, 3819769661, 3824954063, 445329900, 436849314, 5281044434, 5281044436, 5281044435, 3819769307, 3279011087, 4580205446, 3819769163, 353195249, 436849310, 3279011082, 5281045189, 5281045187, 5281045188, 5281045186, 457819071, 11228575654, 5930698997, 5281048352, 11229115806, 12364765013, 12364765021, 12364765017, 436873827, 3819768516, 3819768484, 3819768233, 3819768471, 3004846056]","[[3824954278, 436849320], [436849320, 307924229], [307924229, 3824954088], [3824954088, 3819769661], [3819769661, 3824954063], [3824954063, 445329900], [445329900, 436849314], [436849314, 5281044434], [5281044434, 5281044436], [5281044436, 5281044435], [5281044435, 3819769307], [3819769307, 3279011087], [3279011087, 4580205446], [4580205446, 3819769163], [3819769163, 353195249], [353195249, 436849310], [436849310, 3279011082], [3279011082, 5281045189], [5281045189, 5281045187], [5281045187, 5281045188], [5281045188, 5281045186], [5281045186, 457819071], [457819071, 11228575654], [11228575654, 5930698997], [5930698997, 5281048352], [5281048352, 11229115806], [11229115806, 12364765013], [12364765013, 12364765021], [12364765021, 12364765017], [12364765017, 436873827], [436873827, 3819768516], [3819768516, 3819768484], [3819768484, 3819768233], [3819768233, 3819768471], [3819768471, 3004846056]]",36,35,1642.129,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,22,20,16,historical_flood_trace_edge_exclusion,1639.867,1642.129,2.262,0.001379,22.641,0.0,22.641,1.0,2,0,True
