od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,geometry,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status
od_2577,불광,3호선,126.92982,37.610553,pedestrian_support_point,맨홀,서울특별시 은평구 통일로 895-2,126.9197,37.6214,1499.228,POINT (126.9197 37.6214),5930698997,11230505659,50.209801741355435,39.58349013296481,PASS
od_2582,불광,3호선,126.92982,37.610553,pedestrian_support_point,과속방지턱,서울특별시 은평구 갈현동  459-1,126.916,37.6184,1499.114,POINT (126.916 37.6184),5930698997,3823586667,50.209801741355435,9.300003614407768,PASS
od_909,불광,6호선,126.92939,37.610873,mobility_facility,정보부동산중개인사무소,서울특별시 은평구 통일로 581-2,126.937,37.5988,1499.024,POINT (126.937 37.5988),5930698997,3811678114,11.603222454866666,29.286734448860155,PASS
od_898,불광,6호선,126.92939,37.610873,mobility_facility,청수공인중개사사무소,서울특별시 은평구 통일로 581-2,126.937,37.5988,1499.024,POINT (126.937 37.5988),5930698997,3811678114,11.603222454866666,29.286734448860155,PASS
od_2313,불광,3호선,126.92982,37.610553,mobility_facility,한라똥돼지,서울특별시 은평구 역말로 34,126.914,37.6057,1497.122,POINT (126.914 37.6057),5930698997,3822944309,50.209801741355435,9.910607128182754,PASS
od_67,연신내,6호선,126.920625,37.618636,mobility_facility,13. 역말 사거리 ,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,POINT (126.9147 37.606),11230505686,4584756059,20.028299588559467,28.081587968804246,PASS
od_96,연신내,6호선,126.920625,37.618636,mobility_facility,연세부동산,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,POINT (126.9147 37.606),11230505686,4584756059,20.028299588559467,28.081587968804246,PASS
od_152,연신내,6호선,126.920625,37.618636,mobility_facility,행복양꼬치,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,POINT (126.9147 37.606),11230505686,4584756059,20.028299588559467,28.081587968804246,PASS
od_17,연신내,6호선,126.920625,37.618636,mobility_facility,이정표1,서울특별시 은평구 서오릉로23길 8-5,126.9042,37.6153,1496.644,POINT (126.9042 37.6153),11230505686,11655534381,20.028299588559467,3.4990310891707592,PASS
od_1331,응암,6호선,126.915577,37.598605,mobility_facility,쉼터3,서울특별시 은평구 신사동 산 93-16,126.9006,37.5923,1496.373,POINT (126.9006 37.5923),8735757178,11729856050,11.20363638320314,76.79361647509394,PASS
od_338,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  45-42,126.9151,37.6059,1495.365,POINT (126.9151 37.6059),11230505686,10789210641,20.028299588559467,8.475372817365667,PASS
od_569,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9161,37.6188,1495.248,POINT (126.9161 37.6188),3824954278,3823586730,2.93341759236071,3.89268808680543,PASS
od_2929,연신내,3호선,126.921038,37.619229,pedestrian_support_point,불광역3호선.서울혁신파크,서울특별시 은평구 진흥로 200,126.9316,37.6087,1495.075,POINT (126.9316 37.6087),13357342120,11204976882,32.16422242836125,1.9067441159293512,PASS
od_2244,불광,3호선,126.92982,37.610553,mobility_facility,임마누엘역촌공동체,서울특별시 은평구 진흥로1길 13-19,126.9174,37.6014,1494.908,POINT (126.9174 37.6014),5930698997,3811554620,50.209801741355435,10.390713810596353,PASS
od_31,연신내,6호선,126.920625,37.618636,mobility_facility,정혜영헤어큐,"서울특별시 은평구 진관1로 21-9, 106동 (진관동, 은평뉴타운 박석고개)",126.921,37.6321,1494.729,POINT (126.921 37.6321),11230505686,11150009642,20.028299588559467,20.367148514425438,PASS
od_121,연신내,6호선,126.920625,37.618636,mobility_facility,정혜영헤어큐,"서울특별시 은평구 진관1로 21-9, 106동 (진관동, 은평뉴타운 박석고개)",126.921,37.6321,1494.729,POINT (126.921 37.6321),11230505686,11150009642,20.028299588559467,20.367148514425438,PASS
od_1073,불광,6호선,126.92939,37.610873,pedestrian_support_point,갈현동미미아파트,서울특별시 은평구 갈현로 238,126.9152,37.6182,1493.629,POINT (126.9152 37.6182),5930698997,3823586665,11.603222454866666,16.101913760818515,PASS
od_359,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 녹번동  116-3,126.9316,37.6084,1493.201,POINT (126.9316 37.6084),11230505686,3811140069,20.028299588559467,12.407604499203776,PASS
od_2380,불광,3호선,126.92982,37.610553,pedestrian_support_point,빗물받이,서울특별시 은평구 불광로 179-6,126.9297,37.624,1492.511,POINT (126.9297 37.624),5930698997,3823587889,50.209801741355435,9.693311760326324,PASS
od_175,연신내,6호선,126.920625,37.618636,mobility_facility,봉산무장애숲길 입구,서울특별시 은평구 서오릉로25길 27,126.904,37.6162,1492.463,POINT (126.904 37.6162),11230505686,3823349628,20.028299588559467,21.401862322597072,PASS
od_1020,불광,6호선,126.92939,37.610873,pedestrian_support_point,장애인화장실,서울특별시 은평구 구산동  199-19,126.9127,37.613,1492.405,POINT (126.9127 37.613),5930698997,3820983735,11.603222454866666,53.83338009875228,PASS
od_345,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 서오릉로 63,126.9236,37.6054,1492.352,POINT (126.9236 37.6054),11230505686,3811092420,20.028299588559467,14.867519445607602,PASS
od_554,독바위,6호선,126.933031,37.618456,mobility_facility,주)우시장정육식당은평,서울특별시 은평구 서오릉로 110,126.9201,37.6098,1492.126,POINT (126.9201 37.6098),3824954278,3819768642,2.93341759236071,33.44673292745976,PASS
od_854,불광,6호선,126.92939,37.610873,mobility_facility,임마누엘역촌공동체,서울특별시 은평구 진흥로1길 13-19,126.9174,37.6014,1492.088,POINT (126.9174 37.6014),5930698997,3811554620,11.603222454866666,10.390713810596353,PASS
od_1282,응암,6호선,126.915577,37.598605,mobility_facility,갈현베르빌부동산공인중개사사무소,서울특별시 은평구 연서로 149,126.917,37.612,1491.999,POINT (126.917 37.612),8735757178,7060279696,11.20363638320314,28.554158706233746,PASS
od_232,연신내,6호선,126.920625,37.618636,pedestrian_support_point,장애인화장실,서울특별시 은평구 통일로 684,126.9324,37.609,1491.523,POINT (126.9324 37.609),11230505686,5281059749,20.028299588559467,38.72721591991591,PASS
od_2802,연신내,3호선,126.921038,37.619229,mobility_facility,정관장,서울특별시 은평구 진흥로 196,126.9312,37.6085,1490.975,POINT (126.9312 37.6085),13357342120,10678122748,32.16422242836125,14.10087479940482,PASS
od_258,연신내,6호선,126.920625,37.618636,pedestrian_support_point,지하철환기구,서울특별시 은평구 서오릉로 63,126.9235,37.6054,1490.823,POINT (126.9235 37.6054),11230505686,3811092420,20.028299588559467,15.955167925592756,PASS
od_259,연신내,6호선,126.920625,37.618636,pedestrian_support_point,지하철환기구,서울특별시 은평구 서오릉로 63,126.9235,37.6054,1490.823,POINT (126.9235 37.6054),11230505686,3811092420,20.028299588559467,15.955167925592756,PASS
od_87,연신내,6호선,126.920625,37.618636,mobility_facility,글라스옵트,서울특별시 은평구 역말로 43,126.9149,37.606,1490.772,POINT (126.9149 37.606),11230505686,10789210635,20.028299588559467,27.75296408100183,PASS
od_2384,불광,3호선,126.92982,37.610553,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9164,37.6187,1490.473,POINT (126.9164 37.6187),5930698997,3823586708,50.209801741355435,18.571432795698463,PASS
od_1005,불광,6호선,126.92939,37.610873,pedestrian_support_point,빗물받이,서울특별시 은평구 불광로 179-6,126.9294,37.6243,1490.254,POINT (126.9294 37.6243),5930698997,3823588067,11.603222454866666,11.697661414695668,PASS
od_2889,연신내,3호선,126.921038,37.619229,pedestrian_support_point,역촌,서울특별시 은평구 서오릉로 63,126.923,37.6059,1489.483,POINT (126.923 37.6059),13357342120,8460926747,32.16422242836125,17.73207227050489,PASS
od_2251,불광,3호선,126.92982,37.610553,mobility_facility,용두동쭈꾸미,서울특별시 은평구 역말로 34-1,126.9141,37.6057,1488.886,POINT (126.9141 37.6057),5930698997,3820984281,50.209801741355435,8.78494095008683,PASS
od_80,연신내,6호선,126.920625,37.618636,mobility_facility,신세계고기백화점,서울특별시 은평구 갈현로 109,126.9107,37.6078,1488.064,POINT (126.9107 37.6078),11230505686,3820983944,20.028299588559467,27.54874073039807,PASS
od_863,불광,6호선,126.92939,37.610873,mobility_facility,지호한방삼계탕,서울특별시 은평구 연서로 47,126.9154,37.6034,1487.923,POINT (126.9154 37.6034),5930698997,3822944277,11.603222454866666,26.070239833394357,PASS
od_1001,불광,6호선,126.92939,37.610873,pedestrian_support_point,빗물받이,서울특별시 은평구 역촌동  45-42,126.9138,37.6058,1487.259,POINT (126.9138 37.6058),5930698997,3822944309,11.603222454866666,11.322849198399426,PASS
od_1733,응암,6호선,126.915577,37.598605,pedestrian_support_point,맨홀,서울특별시 은평구 구산동  1-22,126.9158,37.612,1486.829,POINT (126.9158 37.612),8735757178,10789210621,11.20363638320314,8.629385891118837,PASS
od_1520,응암,6호선,126.915577,37.598605,mobility_facility,경하프라자약국,서울특별시 은평구 서오릉로 157,126.9156,37.612,1486.7,POINT (126.9156 37.612),8735757178,10789210621,11.20363638320314,19.711571964702642,PASS
od_738,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9162,37.6188,1486.422,POINT (126.9162 37.6188),3824954278,3823586730,2.93341759236071,10.215858999896263,PASS
od_2293,불광,3호선,126.92982,37.610553,mobility_facility,갈현알곡공인중개사사무소,서울특별시 은평구 갈현로 222,126.915,37.6169,1486.054,POINT (126.915 37.6169),5930698997,3823586486,50.209801741355435,17.353332100605147,PASS
od_3031,연신내,3호선,126.921038,37.619229,pedestrian_support_point,불광역.불광1동주민센터,서울특별시 은평구 진흥로 215,126.9326,37.6095,1485.954,POINT (126.9326 37.6095),13357342120,10678122723,32.16422242836125,30.528958244749028,PASS
od_2464,불광,3호선,126.92982,37.610553,pedestrian_support_point,청구성심병원,서울특별시 은평구 통일로83길 6,126.9193,37.621,1485.637,POINT (126.9193 37.621),5930698997,353194436,50.209801741355435,8.657079706876354,PASS
od_1939,녹번,3호선,126.935756,37.600927,mobility_facility,하이로또 복권방,서울특별시 은평구 응암로 282,126.9198,37.5967,1485.106,POINT (126.9198 37.5967),436867704,3811326793,5.477178362551235,53.900807534101666,PASS
od_2525,불광,3호선,126.92982,37.610553,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  45-42,126.9141,37.6058,1484.906,POINT (126.9141 37.6058),5930698997,3820984281,50.209801741355435,3.980956845043946,PASS
od_2368,불광,3호선,126.92982,37.610553,pedestrian_support_point,빗물받이,서울특별시 은평구 역촌동  45-42,126.9141,37.6058,1484.906,POINT (126.9141 37.6058),5930698997,3820984281,50.209801741355435,3.980956845043946,PASS
od_1641,응암,6호선,126.915577,37.598605,pedestrian_support_point,장애인화장실,서울특별시 은평구 갈현로 151,126.9111,37.6115,1484.799,POINT (126.9111 37.6115),8735757178,3823349370,11.20363638320314,19.764873347002087,PASS
od_1530,응암,6호선,126.915577,37.598605,mobility_facility,고은헤어,서울특별시 은평구 은평로21길 19-6,126.9319,37.6018,1484.417,POINT (126.9319 37.6018),8735757178,4580560141,11.20363638320314,22.030944976524957,PASS
od_2807,연신내,3호선,126.921038,37.619229,mobility_facility,쿠아레비,서울특별시 은평구 진흥로 101,126.9224,37.6059,1484.255,POINT (126.9224 37.6059),13357342120,10789220052,32.16422242836125,10.869712515046412,PASS
od_103,연신내,6호선,126.920625,37.618636,mobility_facility,예랑헤어,서울특별시 은평구 통일로63길 10,126.9308,37.608,1483.442,POINT (126.9308 37.608),11230505686,3811140023,20.028299588559467,16.466651776855677,PASS
od_101,연신내,6호선,126.920625,37.618636,mobility_facility,향이나는야채,서울특별시 은평구 진흥로1길 56,126.9183,37.6054,1483.327,POINT (126.9183 37.6054),11230505686,3819767942,20.028299588559467,12.858120390720913,PASS
od_1689,응암,6호선,126.915577,37.598605,pedestrian_support_point,구산역4번출구,서울특별시 은평구 갈현동  530-9,126.9172,37.6119,1482.543,POINT (126.9172 37.6119),8735757178,13734502262,11.20363638320314,33.503985268292084,PASS
od_472,독바위,6호선,126.933031,37.618456,mobility_facility,은평공인중개사사무소,서울특별시 은평구 연서로18길 6,126.9182,37.6122,1482.126,POINT (126.9182 37.6122),3824954278,4580503144,2.93341759236071,11.527105810340908,PASS
od_588,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9175,37.6235,1481.004,POINT (126.9175 37.6235),3824954278,353194381,2.93341759236071,27.312011346208195,PASS
od_433,독바위,6호선,126.933031,37.618456,mobility_facility,유호루하스공인중개사사무소,서울특별시 은평구 갈현로 300,126.9175,37.6235,1481.004,POINT (126.9175 37.6235),3824954278,353194381,2.93341759236071,27.312011346208195,PASS
od_870,불광,6호선,126.92939,37.610873,mobility_facility,중화대반점,서울특별시 은평구 연서로17길 41,126.913,37.6137,1480.746,POINT (126.913 37.6137),5930698997,3823584991,11.603222454866666,30.114589703719034,PASS
od_312,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 서오릉로 63,126.9235,37.6055,1479.887,POINT (126.9235 37.6055),11230505686,3811092420,20.028299588559467,7.23094868995835,PASS
od_1937,녹번,3호선,126.935756,37.600927,mobility_facility,인간미 헤어,서울특별시 은평구 진흥로1길 4,126.919,37.6007,1479.878,POINT (126.919 37.6007),436867704,10678122610,5.477178362551235,21.00478087606158,PASS
od_14,연신내,6호선,126.920625,37.618636,mobility_facility,이정표3,서울특별시 은평구 구산동 산 136-12,126.9045,37.615,1479.73,POINT (126.9045 37.615),11230505686,11655534372,20.028299588559467,21.097758694347885,PASS
od_2532,불광,3호선,126.92982,37.610553,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  64-38,126.9156,37.6035,1479.646,POINT (126.9156 37.6035),5930698997,3819767791,50.209801741355435,13.196637390690714,PASS
od_447,독바위,6호선,126.933031,37.618456,mobility_facility,조은공인중개사,서울특별시 은평구 연서로 158,126.9178,37.6129,1479.378,POINT (126.9178 37.6129),3824954278,10678122524,2.93341759236071,38.809650348411346,PASS
od_513,독바위,6호선,126.933031,37.618456,mobility_facility,조은공인중개사사무소,서울특별시 은평구 연서로 158,126.9178,37.6129,1479.378,POINT (126.9178 37.6129),3824954278,10678122524,2.93341759236071,38.809650348411346,PASS
od_2949,연신내,3호선,126.921038,37.619229,pedestrian_support_point,맨홀,서울특별시 은평구 진흥로 192,126.9313,37.6087,1478.699,POINT (126.9313 37.6087),13357342120,11178032846,32.16422242836125,4.908142702803897,PASS
od_1157,불광,6호선,126.92939,37.610873,pedestrian_support_point,맨홀,서울특별시 은평구 구산동  195-3,126.9129,37.6132,1478.685,POINT (126.9129 37.6132),5930698997,3820983733,11.603222454866666,54.227281238066595,PASS
od_2817,연신내,3호선,126.921038,37.619229,mobility_facility,역촌역,서울특별시 은평구 서오릉로 63,126.923,37.606,1478.46,POINT (126.923 37.606),13357342120,8460926747,32.16422242836125,11.080562328111156,PASS
od_3030,연신내,3호선,126.921038,37.619229,pedestrian_support_point,역촌역,서울특별시 은평구 서오릉로 63,126.923,37.606,1478.46,POINT (126.923 37.606),13357342120,8460926747,32.16422242836125,11.080562328111156,PASS
od_2864,연신내,3호선,126.921038,37.619229,pedestrian_support_point,장애인화장실,서울특별시 은평구 서오릉로 63,126.923,37.606,1478.46,POINT (126.923 37.606),13357342120,8460926747,32.16422242836125,11.080562328111156,PASS
od_289,연신내,6호선,126.920625,37.618636,pedestrian_support_point,역촌역,서울특별시 은평구 서오릉로 63,126.9234,37.6055,1478.399,POINT (126.9234 37.6055),11230505686,3811092420,20.028299588559467,15.524672982041224,PASS
od_1399,응암,6호선,126.915577,37.598605,mobility_facility,이룸통신,서울특별시 은평구 서오릉로 150,126.9166,37.6119,1478.362,POINT (126.9166 37.6119),8735757178,7060279696,11.20363638320314,23.61713160988323,PASS
od_1443,응암,6호선,126.915577,37.598605,mobility_facility,의자4,서울특별시 은평구 신사동  산 93-16,126.9004,37.593,1477.65,POINT (126.9004 37.593),8735757178,11729856050,11.20363638320314,54.39498863715399,PASS
od_265,연신내,6호선,126.920625,37.618636,pedestrian_support_point,불광역.불광1동주민센터,서울특별시 은평구 통일로 684,126.9323,37.6091,1477.41,POINT (126.9323 37.6091),11230505686,5281059749,20.028299588559467,26.60907685078538,PASS
od_2378,불광,3호선,126.92982,37.610553,pedestrian_support_point,빗물받이,서울특별시 은평구 역촌동  45-42,126.9142,37.6058,1476.656,POINT (126.9142 37.6058),5930698997,3820984281,50.209801741355435,11.969549005170151,PASS
od_2200,불광,3호선,126.92982,37.610553,mobility_facility,탑공인중개사사무소,"서울특별시 은평구 연서로21길 33, A동 (갈현동, 뉴아름빌)",126.9143,37.6155,1476.202,POINT (126.9143 37.6155),5930698997,3823586258,50.209801741355435,15.44365546833936,PASS
od_2986,연신내,3호선,126.921038,37.619229,pedestrian_support_point,맨홀,서울특별시 은평구 연서로9길 5-5,126.9151,37.6068,1475.753,POINT (126.9151 37.6068),13357342120,10789210633,32.16422242836125,3.304144455211579,PASS
od_1497,응암,6호선,126.915577,37.598605,mobility_facility,현대메디알레공인중개사사무소,서울특별시 은평구 진흥로13길 9,126.9255,37.6093,1475.402,POINT (126.9255 37.6093),8735757178,3819768549,11.20363638320314,9.612669763146753,PASS
od_924,불광,6호선,126.92939,37.610873,mobility_facility,한라똥돼지,서울특별시 은평구 역말로 34,126.914,37.6057,1475.214,POINT (126.914 37.6057),5930698997,3822944309,11.603222454866666,9.910607128182754,PASS
od_2495,불광,3호선,126.92982,37.610553,pedestrian_support_point,맨홀,서울특별시 은평구 구산동  195-5,126.9134,37.613,1474.999,POINT (126.9134 37.613),5930698997,10678122449,50.209801741355435,50.155390113696065,PASS
od_1026,불광,6호선,126.92939,37.610873,pedestrian_support_point,장애인화장실,서울특별시 은평구 연서로27길 31-6,126.9158,37.6186,1474.845,POINT (126.9158 37.6186),5930698997,3823586667,11.603222454866666,31.82071986851436,PASS
od_2050,녹번,3호선,126.935756,37.600927,pedestrian_support_point,시립은평병원.파크자이아파트,서울특별시 은평구 응암동  240-28,126.922,37.5934,1474.335,POINT (126.922 37.5934),436867704,3811067084,5.477178362551235,21.3649383992678,PASS
od_1003,불광,6호선,126.92939,37.610873,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현동  459-1,126.916,37.6188,1473.659,POINT (126.916 37.6188),5930698997,3823586730,11.603222454866666,9.00507658707072,PASS
od_1330,응암,6호선,126.915577,37.598605,mobility_facility,이정표1,서울특별시 은평구 은평터널로7길 39-17,126.9007,37.5926,1473.211,POINT (126.9007 37.5926),8735757178,11729856050,11.20363638320314,43.877453933933936,PASS
od_750,독바위,6호선,126.933031,37.618456,pedestrian_support_point,길천사우나,서울특별시 은평구 연서로21길 3,126.9172,37.6143,1471.837,POINT (126.9172 37.6143),3824954278,3823585013,2.93341759236071,28.598890461565414,PASS
od_2598,불광,3호선,126.92982,37.610553,pedestrian_support_point,북한산대창센시티아파트,서울특별시 은평구 불광로 199,126.9297,37.6238,1470.313,POINT (126.9297 37.6238),5930698997,3823587889,50.209801741355435,14.256969108404567,PASS
od_2513,불광,3호선,126.92982,37.610553,pedestrian_support_point,맨홀,서울특별시 은평구 불광로 179-6,126.9298,37.6238,1470.276,POINT (126.9298 37.6238),5930698997,3823587844,50.209801741355435,7.666658005518447,PASS
od_2650,불광,3호선,126.92982,37.610553,pedestrian_support_point,빗물받이,서울특별시 은평구 불광로 179-6,126.9298,37.6238,1470.276,POINT (126.9298 37.6238),5930698997,3823587844,50.209801741355435,7.666658005518447,PASS
od_2517,불광,3호선,126.92982,37.610553,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  64-38,126.9155,37.6038,1469.89,POINT (126.9155 37.6038),5930698997,10789210649,50.209801741355435,2.4977257735460636,PASS
od_592,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9164,37.6187,1468.525,POINT (126.9164 37.6187),3824954278,3823586708,2.93341759236071,18.571432795698463,PASS
od_2652,불광,3호선,126.92982,37.610553,pedestrian_support_point,빗물받이,서울특별시 은평구 역촌동  45-42,126.9143,37.6058,1468.412,POINT (126.9143 37.6058),5930698997,4584756059,50.209801741355435,16.774344909592593,PASS
od_1251,불광,6호선,126.92939,37.610873,pedestrian_support_point,빗물받이,서울특별시 은평구 불광로 179-6,126.9295,37.6241,1468.088,POINT (126.9295 37.6241),5930698997,3823587941,11.603222454866666,9.29145977777856,PASS
od_292,연신내,6호선,126.920625,37.618636,pedestrian_support_point,불광역3호선.서울혁신파크,서울특별시 은평구 진흥로 200,126.9316,37.6087,1468.025,POINT (126.9316 37.6087),11230505686,11204976882,20.028299588559467,1.9067441159293512,PASS
od_1359,응암,6호선,126.915577,37.598605,mobility_facility,대한공인중개사사무소,서울특별시 은평구 진흥로13길 13,126.925,37.6095,1467.848,POINT (126.925 37.6095),8735757178,3819768571,11.20363638320314,16.26069717571956,PASS
od_2272,불광,3호선,126.92982,37.610553,mobility_facility,머스트부동산공인중개사사무소,서울특별시 은평구 연서로29길 24,126.9177,37.6196,1467.415,POINT (126.9177 37.6196),5930698997,3823586771,50.209801741355435,9.430536821860157,PASS
od_1667,응암,6호선,126.915577,37.598605,pedestrian_support_point,구산동주민센터,서울특별시 은평구 갈현로 152,126.9114,37.6114,1467.222,POINT (126.9114 37.6114),8735757178,3823349370,11.20363638320314,9.821313588341685,PASS
od_1544,응암,6호선,126.915577,37.598605,mobility_facility,주스공인중개사사무소,서울특별시 은평구 은평로21길 25,126.9316,37.6021,1467.152,POINT (126.9316 37.6021),8735757178,3811155123,11.20363638320314,16.452260176643716,PASS
od_1284,응암,6호선,126.915577,37.598605,mobility_facility,e끌림(단지내)공인중개사사무소,서울특별시 은평구 은평로 220,126.932,37.6006,1467.086,POINT (126.932 37.6006),8735757178,11955692539,11.20363638320314,23.640640475492845,PASS
od_861,불광,6호선,126.92939,37.610873,mobility_facility,용두동쭈꾸미,서울특별시 은평구 역말로 34-1,126.9141,37.6057,1467.084,POINT (126.9141 37.6057),5930698997,3820984281,11.603222454866666,8.78494095008683,PASS
od_1151,불광,6호선,126.92939,37.610873,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  64-38,126.9156,37.6035,1467.074,POINT (126.9156 37.6035),5930698997,3819767791,11.603222454866666,13.196637390690714,PASS
od_967,불광,6호선,126.92939,37.610873,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9161,37.6188,1466.585,POINT (126.9161 37.6188),5930698997,3823586730,11.603222454866666,3.89268808680543,PASS
od_1285,응암,6호선,126.915577,37.598605,mobility_facility,이편한부동산공인중개사사무소,서울특별시 은평구 은평로 220,126.932,37.6005,1465.453,POINT (126.932 37.6005),8735757178,11955742138,11.20363638320314,30.772887592859657,PASS
od_401,연신내,6호선,126.920625,37.618636,pedestrian_support_point,불광역.불광1동주민센터,서울특별시 은평구 진흥로 215,126.9326,37.6095,1464.936,POINT (126.9326 37.6095),11230505686,10678122723,20.028299588559467,30.528958244749028,PASS
od_581,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9177,37.6235,1464.673,POINT (126.9177 37.6235),3824954278,353194381,2.93341759236071,13.054287643648692,PASS
od_2294,불광,3호선,126.92982,37.610553,mobility_facility,27.  역촌상가,서울특별시 은평구 역촌동  45-42,126.9144,37.6057,1464.223,POINT (126.9144 37.6057),5930698997,4584756059,50.209801741355435,14.576215997895634,PASS
od_378,연신내,6호선,126.920625,37.618636,pedestrian_support_point,역말사거리,서울특별시 은평구 연서로 79,126.9151,37.6062,1463.929,POINT (126.9151 37.6062),11230505686,10789210635,20.028299588559467,17.284000472513593,PASS
od_2301,불광,3호선,126.92982,37.610553,mobility_facility,똘레랑스,서울특별시 은평구 연서로21길 31,126.9144,37.6154,1463.896,POINT (126.9144 37.6154),5930698997,3823586258,50.209801741355435,24.64105124034121,PASS
od_15,연신내,6호선,126.920625,37.618636,mobility_facility,의자2,서울특별시 은평구 서오릉로21가길 14-2,126.9048,37.6147,1463.858,POINT (126.9048 37.6147),11230505686,11655534366,20.028299588559467,27.457041914797223,PASS
od_2001,녹번,3호선,126.935756,37.600927,pedestrian_support_point,빗물받이,"서울특별시 은평구 응암로30길 16, 102동 (응암동, 백련산에스케이뷰아이파크)",126.9215,37.5942,1463.696,POINT (126.9215 37.5942),436867704,9764159803,5.477178362551235,16.76885260868119,PASS
od_1757,응암,6호선,126.915577,37.598605,pedestrian_support_point,맨홀,서울특별시 은평구 은평로 215,126.9318,37.6013,1463.506,POINT (126.9318 37.6013),8735757178,2309932437,11.20363638320314,12.500414507836101,PASS
od_1479,응암,6호선,126.915577,37.598605,mobility_facility,12.  대주아파트,서울특별시 은평구 응암동  691-1,126.9227,37.5867,1463.431,POINT (126.9227 37.5867),8735757178,3811066660,11.20363638320314,31.365414196390464,PASS
od_1674,응암,6호선,126.915577,37.598605,pedestrian_support_point,구산역1번출구,서울특별시 은평구 대조동  207-16,126.9175,37.6117,1463.288,POINT (126.9175 37.6117),8735757178,10678122534,11.20363638320314,14.542174499313548,PASS
od_2255,불광,3호선,126.92982,37.610553,mobility_facility,형제세탁소,서울특별시 은평구 연서로11길 20-4,126.9134,37.6088,1462.817,POINT (126.9134 37.6088),5930698997,4584669561,50.209801741355435,15.202986423803189,PASS
od_1144,불광,6호선,126.92939,37.610873,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  45-42,126.9141,37.6058,1462.775,POINT (126.9141 37.6058),5930698997,3820984281,11.603222454866666,3.980956845043946,PASS
od_980,불광,6호선,126.92939,37.610873,pedestrian_support_point,빗물받이,서울특별시 은평구 역촌동  45-42,126.9141,37.6058,1462.775,POINT (126.9141 37.6058),5930698997,3820984281,11.603222454866666,3.980956845043946,PASS
od_13,연신내,6호선,126.920625,37.618636,mobility_facility,이정표2,서울특별시 은평구 구산동 산 135-5,126.9047,37.615,1462.75,POINT (126.9047 37.615),11230505686,11655534372,20.028299588559467,5.79809525150404,PASS
od_2392,불광,3호선,126.92982,37.610553,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9167,37.6186,1462.702,POINT (126.9167 37.6186),5930698997,3823586708,50.209801741355435,10.214889202050852,PASS
od_157,연신내,6호선,126.920625,37.618636,mobility_facility,정관장,서울특별시 은평구 진흥로 196,126.9312,37.6085,1461.97,POINT (126.9312 37.6085),11230505686,10678122748,20.028299588559467,14.10087479940482,PASS
od_2688,연신내,3호선,126.921038,37.619229,mobility_facility,아침공인중개사사무소,"서울특별시 은평구 연서로44길 7, 412동 (진관동, 은평뉴타운 폭포동)",126.932,37.6291,1461.765,POINT (126.932 37.6291),13357342120,11150161188,32.16422242836125,51.495313675829756,PASS
od_1384,응암,6호선,126.915577,37.598605,mobility_facility,쉼터4,서울특별시 은평구 신사동  산 93-16,126.9006,37.593,1461.648,POINT (126.9006 37.593),8735757178,11729856050,11.20363638320314,37.20898006666804,PASS
od_2692,연신내,3호선,126.921038,37.619229,mobility_facility,아이비공인중개사사무소,서울특별시 은평구 갈현로 122,126.9111,37.6087,1461.346,POINT (126.9111 37.6087),13357342120,4584691357,32.16422242836125,17.173204809288325,PASS
od_1447,응암,6호선,126.915577,37.598605,mobility_facility,12. 구산역 4번출구 ,서울특별시 은평구 갈현동  531-9,126.9173,37.6117,1461.344,POINT (126.9173 37.6117),8735757178,13734502262,11.20363638320314,9.682530490657077,PASS
