od_id,station,station_line,station_lon,station_lat,facility_source,facility_name,facility_address,facility_lon,facility_lat,straight_line_distance_m,station_node,facility_node,station_snap_distance_m,facility_snap_distance_m,snap_status,route_id,route_type,node_count,route_length_m,steps_count,flood_feature_count_2022,flood_overlap_length_m_2022,flood_feature_count_2023,flood_overlap_length_m_2023,flood_feature_count_2024,flood_overlap_length_m_2024,flood_feature_count_2025,flood_overlap_length_m_2025,flood_feature_count_unique_total,flood_overlap_length_m_total,flood_overlap_ratio,mobility_facility_count_near_route,support_point_count_near_route,existing_safe_route_overlap_or_proximity_count,baseline_distance,alternative_distance,distance_delta_m,distance_delta_ratio,baseline_flood_overlap_m,alternative_flood_overlap_m,flood_overlap_reduction_m,flood_overlap_reduction_ratio,historical_flood_trace_avoiding_candidate
od_31,연신내,6호선,126.920625,37.618636,mobility_facility,정혜영헤어큐,"서울특별시 은평구 진관1로 21-9, 106동 (진관동, 은평뉴타운 박석고개)",126.921,37.6321,1494.729,11230505686,11150009642,20.028299588559467,20.367148514425438,PASS,od_31_alternative_1,alternative_1,26,1773.584,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,17,17,1773.485,1773.584,0.099,5.6e-05,0.0,0.0,0.0,,False
od_31,연신내,6호선,126.920625,37.618636,mobility_facility,정혜영헤어큐,"서울특별시 은평구 진관1로 21-9, 106동 (진관동, 은평뉴타운 박석고개)",126.921,37.6321,1494.729,11230505686,11150009642,20.028299588559467,20.367148514425438,PASS,od_31_alternative_2,alternative_2,27,1775.287,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,31,17,1773.485,1775.287,1.802,0.001016,0.0,0.0,0.0,,False
od_31,연신내,6호선,126.920625,37.618636,mobility_facility,정혜영헤어큐,"서울특별시 은평구 진관1로 21-9, 106동 (진관동, 은평뉴타운 박석고개)",126.921,37.6321,1494.729,11230505686,11150009642,20.028299588559467,20.367148514425438,PASS,od_31_alternative_3,alternative_3,27,1775.387,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,17,16,1773.485,1775.387,1.902,0.001072,0.0,0.0,0.0,,False
od_312,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 서오릉로 63,126.9235,37.6055,1479.887,11230505686,3811092420,20.028299588559467,7.23094868995835,PASS,od_312_baseline,baseline,48,1694.972,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,17,23,1694.972,,0.0,0.0,0.0,,0.0,0.0,False
od_312,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 서오릉로 63,126.9235,37.6055,1479.887,11230505686,3811092420,20.028299588559467,7.23094868995835,PASS,od_312_alternative_1,alternative_1,49,1696.175,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,17,23,1694.972,1696.175,1.203,0.00071,0.0,0.0,0.0,,False
od_338,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  45-42,126.9151,37.6059,1495.365,11230505686,10789210641,20.028299588559467,8.475372817365667,PASS,od_338_baseline,baseline,39,1537.361,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,40,26,1537.361,,0.0,0.0,0.0,,0.0,0.0,False
od_338,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 역촌동  45-42,126.9151,37.6059,1495.365,11230505686,10789210641,20.028299588559467,8.475372817365667,PASS,od_338_alternative_1,alternative_1,40,1542.51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,38,26,1537.361,1542.51,5.149,0.003349,0.0,0.0,0.0,,False
od_345,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 서오릉로 63,126.9236,37.6054,1492.352,11230505686,3811092420,20.028299588559467,14.867519445607602,PASS,od_345_baseline,baseline,48,1694.972,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,17,23,1694.972,,0.0,0.0,0.0,,0.0,0.0,False
od_345,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 서오릉로 63,126.9236,37.6054,1492.352,11230505686,3811092420,20.028299588559467,14.867519445607602,PASS,od_345_alternative_1,alternative_1,49,1696.175,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,17,23,1694.972,1696.175,1.203,0.00071,0.0,0.0,0.0,,False
od_359,연신내,6호선,126.920625,37.618636,pedestrian_support_point,맨홀,서울특별시 은평구 녹번동  116-3,126.9316,37.6084,1493.201,11230505686,3811140069,20.028299588559467,12.407604499203776,PASS,od_359_baseline,baseline,33,1565.591,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,8,31,31,1565.591,,0.0,0.0,0.0,,0.0,0.0,False
od_433,독바위,6호선,126.933031,37.618456,mobility_facility,유호루하스공인중개사사무소,서울특별시 은평구 갈현로 300,126.9175,37.6235,1481.004,3824954278,353194381,2.93341759236071,27.312011346208195,PASS,od_433_baseline,baseline,58,1912.794,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.001995,10,38,30,1912.794,,0.0,0.0,3.816,,0.0,0.0,False
od_433,독바위,6호선,126.933031,37.618456,mobility_facility,유호루하스공인중개사사무소,서울특별시 은평구 갈현로 300,126.9175,37.6235,1481.004,3824954278,353194381,2.93341759236071,27.312011346208195,PASS,od_433_alternative_1,alternative_1,54,1916.185,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.001991,11,38,30,1912.794,1916.185,3.391,0.001773,3.816,3.816,0.0,0.0,False
od_447,독바위,6호선,126.933031,37.618456,mobility_facility,조은공인중개사,서울특별시 은평구 연서로 158,126.9178,37.6129,1479.378,3824954278,10678122524,2.93341759236071,38.809650348411346,PASS,od_447_baseline,baseline,41,1815.647,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,15,15,1815.647,,0.0,0.0,0.0,,0.0,0.0,False
od_472,독바위,6호선,126.933031,37.618456,mobility_facility,은평공인중개사사무소,서울특별시 은평구 연서로18길 6,126.9182,37.6122,1482.126,3824954278,4580503144,2.93341759236071,11.527105810340908,PASS,od_472_baseline,baseline,41,1873.04,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,15,14,1873.04,,0.0,0.0,0.0,,0.0,0.0,False
od_472,독바위,6호선,126.933031,37.618456,mobility_facility,은평공인중개사사무소,서울특별시 은평구 연서로18길 6,126.9182,37.6122,1482.126,3824954278,4580503144,2.93341759236071,11.527105810340908,PASS,od_472_alternative_1,alternative_1,40,1875.812,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,12,14,1873.04,1875.812,2.772,0.00148,0.0,0.0,0.0,,False
od_513,독바위,6호선,126.933031,37.618456,mobility_facility,조은공인중개사사무소,서울특별시 은평구 연서로 158,126.9178,37.6129,1479.378,3824954278,10678122524,2.93341759236071,38.809650348411346,PASS,od_513_baseline,baseline,41,1815.647,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,15,15,1815.647,,0.0,0.0,0.0,,0.0,0.0,False
od_554,독바위,6호선,126.933031,37.618456,mobility_facility,주)우시장정육식당은평,서울특별시 은평구 서오릉로 110,126.9201,37.6098,1492.126,3824954278,3819768642,2.93341759236071,33.44673292745976,PASS,od_554_baseline,baseline,39,1837.902,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,4,5,1837.902,,0.0,0.0,0.0,,0.0,0.0,False
od_554,독바위,6호선,126.933031,37.618456,mobility_facility,주)우시장정육식당은평,서울특별시 은평구 서오릉로 110,126.9201,37.6098,1492.126,3824954278,3819768642,2.93341759236071,33.44673292745976,PASS,od_554_alternative_1,alternative_1,36,1841.496,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,4,5,1837.902,1841.496,3.594,0.001955,0.0,0.0,0.0,,False
od_569,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9161,37.6188,1495.248,3824954278,3823586730,2.93341759236071,3.89268808680543,PASS,od_569_baseline,baseline,40,1866.627,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,24,17,1866.627,,0.0,0.0,0.0,,0.0,0.0,False
od_569,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9161,37.6188,1495.248,3824954278,3823586730,2.93341759236071,3.89268808680543,PASS,od_569_alternative_1,alternative_1,39,1867.52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,24,17,1866.627,1867.52,0.893,0.000478,0.0,0.0,0.0,,False
od_588,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9175,37.6235,1481.004,3824954278,353194381,2.93341759236071,27.312011346208195,PASS,od_588_baseline,baseline,58,1912.794,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.001995,10,38,30,1912.794,,0.0,0.0,3.816,,0.0,0.0,False
od_588,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 갈현로 294,126.9175,37.6235,1481.004,3824954278,353194381,2.93341759236071,27.312011346208195,PASS,od_588_alternative_1,alternative_1,54,1916.185,0,0,0.0,0,0.0,0,0.0,2,3.816,2,3.816,0.001991,11,38,30,1912.794,1916.185,3.391,0.001773,3.816,3.816,0.0,0.0,False
od_67,연신내,6호선,126.920625,37.618636,mobility_facility,13. 역말 사거리 ,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,11230505686,4584756059,20.028299588559467,28.081587968804246,PASS,od_67_baseline,baseline,40,1597.213,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,18,45,26,1597.213,,0.0,0.0,0.0,,0.0,0.0,False
od_67,연신내,6호선,126.920625,37.618636,mobility_facility,13. 역말 사거리 ,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,11230505686,4584756059,20.028299588559467,28.081587968804246,PASS,od_67_alternative_1,alternative_1,40,1601.71,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,44,26,1597.213,1601.71,4.497,0.002816,0.0,0.0,0.0,,False
od_67,연신내,6호선,126.920625,37.618636,mobility_facility,13. 역말 사거리 ,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,11230505686,4584756059,20.028299588559467,28.081587968804246,PASS,od_67_alternative_2,alternative_2,41,1602.361,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,43,26,1597.213,1602.361,5.148,0.003223,0.0,0.0,0.0,,False
od_738,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9162,37.6188,1486.422,3824954278,3823586730,2.93341759236071,10.215858999896263,PASS,od_738_baseline,baseline,40,1866.627,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,24,17,1866.627,,0.0,0.0,0.0,,0.0,0.0,False
od_738,독바위,6호선,126.933031,37.618456,pedestrian_support_point,빗물받이,서울특별시 은평구 연서로27길 26,126.9162,37.6188,1486.422,3824954278,3823586730,2.93341759236071,10.215858999896263,PASS,od_738_alternative_1,alternative_1,39,1867.52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,24,17,1866.627,1867.52,0.893,0.000478,0.0,0.0,0.0,,False
od_80,연신내,6호선,126.920625,37.618636,mobility_facility,신세계고기백화점,서울특별시 은평구 갈현로 109,126.9107,37.6078,1488.064,11230505686,3820983944,20.028299588559467,27.54874073039807,PASS,od_80_baseline,baseline,42,1663.727,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,11,16,1663.727,,0.0,0.0,0.0,,0.0,0.0,False
od_854,불광,6호선,126.92939,37.610873,mobility_facility,임마누엘역촌공동체,서울특별시 은평구 진흥로1길 13-19,126.9174,37.6014,1492.088,5930698997,3811554620,11.603222454866666,10.390713810596353,PASS,od_854_baseline,baseline,43,1614.986,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,8,10,1614.986,,0.0,0.0,0.0,,0.0,0.0,False
od_854,불광,6호선,126.92939,37.610873,mobility_facility,임마누엘역촌공동체,서울특별시 은평구 진흥로1길 13-19,126.9174,37.6014,1492.088,5930698997,3811554620,11.603222454866666,10.390713810596353,PASS,od_854_alternative_1,alternative_1,47,1617.157,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,11,25,1614.986,1617.157,2.171,0.001344,0.0,0.0,0.0,,False
od_863,불광,6호선,126.92939,37.610873,mobility_facility,지호한방삼계탕,서울특별시 은평구 연서로 47,126.9154,37.6034,1487.923,5930698997,3822944277,11.603222454866666,26.070239833394357,PASS,od_863_baseline,baseline,45,1764.66,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,10,15,1764.66,,0.0,0.0,0.0,,0.0,0.0,False
od_863,불광,6호선,126.92939,37.610873,mobility_facility,지호한방삼계탕,서울특별시 은평구 연서로 47,126.9154,37.6034,1487.923,5930698997,3822944277,11.603222454866666,26.070239833394357,PASS,od_863_alternative_1,alternative_1,45,1770.696,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,10,15,1764.66,1770.696,6.036,0.00342,0.0,0.0,0.0,,False
od_87,연신내,6호선,126.920625,37.618636,mobility_facility,글라스옵트,서울특별시 은평구 역말로 43,126.9149,37.606,1490.772,11230505686,10789210635,20.028299588559467,27.75296408100183,PASS,od_87_baseline,baseline,37,1510.875,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,40,26,1510.875,,0.0,0.0,0.0,,0.0,0.0,False
od_87,연신내,6호선,126.920625,37.618636,mobility_facility,글라스옵트,서울특별시 은평구 역말로 43,126.9149,37.606,1490.772,11230505686,10789210635,20.028299588559467,27.75296408100183,PASS,od_87_alternative_1,alternative_1,38,1516.024,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,8,38,26,1510.875,1516.024,5.149,0.003408,0.0,0.0,0.0,,False
od_870,불광,6호선,126.92939,37.610873,mobility_facility,중화대반점,서울특별시 은평구 연서로17길 41,126.913,37.6137,1480.746,5930698997,3823584991,11.603222454866666,30.114589703719034,PASS,od_870_baseline,baseline,40,1888.061,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,5,11,1888.061,,0.0,0.0,0.0,,0.0,0.0,False
od_870,불광,6호선,126.92939,37.610873,mobility_facility,중화대반점,서울특별시 은평구 연서로17길 41,126.913,37.6137,1480.746,5930698997,3823584991,11.603222454866666,30.114589703719034,PASS,od_870_alternative_1,alternative_1,42,1891.241,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,19,16,1888.061,1891.241,3.18,0.001684,0.0,0.0,0.0,,False
od_898,불광,6호선,126.92939,37.610873,mobility_facility,청수공인중개사사무소,서울특별시 은평구 통일로 581-2,126.937,37.5988,1499.024,5930698997,3811678114,11.603222454866666,29.286734448860155,PASS,od_898_baseline,baseline,30,1541.955,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,35,36,1541.955,,0.0,0.0,0.0,,0.0,0.0,False
od_898,불광,6호선,126.92939,37.610873,mobility_facility,청수공인중개사사무소,서울특별시 은평구 통일로 581-2,126.937,37.5988,1499.024,5930698997,3811678114,11.603222454866666,29.286734448860155,PASS,od_898_alternative_1,alternative_1,26,1542.236,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,35,36,1541.955,1542.236,0.281,0.000182,0.0,0.0,0.0,,False
od_909,불광,6호선,126.92939,37.610873,mobility_facility,정보부동산중개인사무소,서울특별시 은평구 통일로 581-2,126.937,37.5988,1499.024,5930698997,3811678114,11.603222454866666,29.286734448860155,PASS,od_909_baseline,baseline,30,1541.955,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,35,36,1541.955,,0.0,0.0,0.0,,0.0,0.0,False
od_909,불광,6호선,126.92939,37.610873,mobility_facility,정보부동산중개인사무소,서울특별시 은평구 통일로 581-2,126.937,37.5988,1499.024,5930698997,3811678114,11.603222454866666,29.286734448860155,PASS,od_909_alternative_1,alternative_1,26,1542.236,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,35,36,1541.955,1542.236,0.281,0.000182,0.0,0.0,0.0,,False
od_924,불광,6호선,126.92939,37.610873,mobility_facility,한라똥돼지,서울특별시 은평구 역말로 34,126.914,37.6057,1475.214,5930698997,3822944309,11.603222454866666,9.910607128182754,PASS,od_924_baseline,baseline,48,1643.153,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,17,15,1643.153,,0.0,0.0,0.0,,0.0,0.0,False
od_924,불광,6호선,126.92939,37.610873,mobility_facility,한라똥돼지,서울특별시 은평구 역말로 34,126.914,37.6057,1475.214,5930698997,3822944309,11.603222454866666,9.910607128182754,PASS,od_924_alternative_1,alternative_1,46,1648.807,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,17,15,1643.153,1648.807,5.654,0.003441,0.0,0.0,0.0,,False
od_924,불광,6호선,126.92939,37.610873,mobility_facility,한라똥돼지,서울특별시 은평구 역말로 34,126.914,37.6057,1475.214,5930698997,3822944309,11.603222454866666,9.910607128182754,PASS,od_924_alternative_2,alternative_2,48,1649.189,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,17,15,1643.153,1649.189,6.036,0.003673,0.0,0.0,0.0,,False
od_96,연신내,6호선,126.920625,37.618636,mobility_facility,연세부동산,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,11230505686,4584756059,20.028299588559467,28.081587968804246,PASS,od_96_baseline,baseline,40,1597.213,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,18,45,26,1597.213,,0.0,0.0,0.0,,0.0,0.0,False
od_96,연신내,6호선,126.920625,37.618636,mobility_facility,연세부동산,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,11230505686,4584756059,20.028299588559467,28.081587968804246,PASS,od_96_alternative_1,alternative_1,40,1601.71,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,44,26,1597.213,1601.71,4.497,0.002816,0.0,0.0,0.0,,False
od_96,연신내,6호선,126.920625,37.618636,mobility_facility,연세부동산,서울특별시 은평구 역말로 41,126.9147,37.606,1496.851,11230505686,4584756059,20.028299588559467,28.081587968804246,PASS,od_96_alternative_2,alternative_2,41,1602.361,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,16,43,26,1597.213,1602.361,5.148,0.003223,0.0,0.0,0.0,,False
